"","leftEar_x","leftEar_y","leftEar_p","leftShoulder_x","leftShoulder_y","leftShoulder_p","neck_x","neck_y","neck_p","nose_x","nose_y","nose_p","rightEar_x","rightEar_y","rightEar_p","rightShoulder_x","rightShoulder_y","rightShoulder_p","spineLower_x","spineLower_y","spineLower_p","spineMid_x","spineMid_y","spineMid_p","spineUpper_x","spineUpper_y","spineUpper_p","tailBase_x","tailBase_y","tailBase_p","Movement_leftEar","Movement_leftShoulder","Movement_neck","Movement_nose","Movement_rightEar","Movement_rightShoulder","Movement_spineLower","Movement_spineMid","Movement_spineUpper","Movement_tailBase","All_bp_movements_Animal_1_sum","All_bp_movements_Animal_1_mean","All_bp_movements_Animal_1_min","All_bp_movements_Animal_1_max","Mean_All_bp_movements_Animal_1_mean_2","Sum_All_bp_movements_Animal_1_mean_2","Mean_All_bp_movements_Animal_1_mean_5","Sum_All_bp_movements_Animal_1_mean_5","Mean_All_bp_movements_Animal_1_mean_6","Sum_All_bp_movements_Animal_1_mean_6","Mean_All_bp_movements_Animal_1_mean_7.5","Sum_All_bp_movements_Animal_1_mean_7.5","Mean_All_bp_movements_Animal_1_mean_15","Sum_All_bp_movements_Animal_1_mean_15","Sum_probabilities","Mean_probabilities","Low_prob_detections_0.1","Low_prob_detections_0.5","Low_prob_detections_0.75"
"0",683.88165,175.40448,0.89366704,723.676,190.76495,0.8913202,731.1198,165.1192,1,733.5588,179.36632,0.93808115,748.33264,178.50952,0.8327749,743.56635,203.22208,0.64703256,758.2098,170.92078,0.43399394,797.0457,214.53651,0.9666407,777.10474,290.8005,0.9533764,674.4901,434.7629,0.8861664,23.533918,24.94657,24.984453,25.172312,25.644306,25.694576,25.907871,27.51379,27.657764,26.748951,257.8045,25.78045,23.533918,27.657764,25.78045082092285,25.78045082092285,25.78045082092285,25.78045082092285,25.78045082092285,25.78045082092285,25.78045082092285,25.78045082092285,25.78045082092285,25.78045082092285,8.443053,0.84430534,0,1,2
"1",683.88165,176.59001,0.9560283,723.676,190.76495,0.83134055,731.1198,165.25446,1,733.5588,179.36632,0.9970613,748.33264,178.50952,0.8740189,743.56635,203.22208,0.67511773,758.2098,170.92078,0.5087293,797.0457,214.53651,0.84957635,777.7788,290.8005,0.9760304,679.9061,435.60278,0.87738794,0.03951772,0,0.0045084637,0,0,0,0,0,0.022469075,0.18269165,0.2491869,0.02491869,0,0.18269165,12.90268475562334,25.80536951124668,12.90268475562334,25.80536951124668,12.90268475562334,25.80536951124668,12.90268475562334,25.80536951124668,12.90268475562334,25.80536951124668,8.545291,0.8545291,0,0,2
"2",683.88165,176.59001,0.93143505,723.676,190.76495,0.9340663,731.1198,165.25446,1,733.5588,179.36632,0.95172465,748.33264,178.50952,0.9079161,743.56635,203.22208,0.7400482,758.2098,170.92078,0.5307803,797.0457,214.53651,0.78423685,778.4029,290.8005,0.9551037,686.54663,436.1841,0.86731035,0,0,0,0,0,0,0,0,0.020802816,0.22219667,0.24299948,0.024299948,0,0.22219667,0.024609318934381008,0.049218637868762016,8.609889819597205,25.829669458791614,8.609889819597205,25.829669458791614,8.609889819597205,25.829669458791614,8.609889819597205,25.829669458791614,8.602622,0.8602622,0,0,2
"3",679.0954,176.60449,0.94179,719.5151,190.50865,0.81211376,724.1117,165.25446,1,728.3757,178.42055,0.9793739,744.16235,176.2923,0.8360901,740.6893,202.41309,0.7569029,753.21954,166.58455,0.57729226,791.6087,213.03146,0.69632345,779.26624,289.1983,0.91138643,693.9019,436.34616,0.9083213,0.15954256,0.13896121,0.23360392,0.17562291,0.15743564,0.09962166,0.22036664,0.18804927,0.06066681,0.24523568,1.6791064,0.16791064,0.06066681,0.24523568,0.09610529150813818,0.19221058301627636,6.499395023565739,25.997580094262958,6.499395023565739,25.997580094262958,6.499395023565739,25.997580094262958,6.499395023565739,25.997580094262958,8.419594,0.84195936,0,0,2
"4",675.1066,176.68497,0.9342887,712.7377,190.294,0.84130955,719.7733,165.25446,0.974451,722.7154,178.35738,0.9874722,738.43286,175.00482,0.9652167,736.1332,201.55307,0.8392425,749.33124,165.78986,0.585088,786.74615,209.32298,0.7935069,779.743,288.12137,0.906102,698.61993,438.18726,0.88097596,0.13298604,0.22602677,0.14461263,0.1886877,0.1957455,0.15455167,0.13228948,0.2038442,0.039258048,0.1688172,1.5868192,0.15868191,0.039258048,0.22602677,0.16329627484083176,0.3265925496816635,5.231252401694656,26.156262008473277,5.231252401694656,26.156262008473277,5.231252401694656,26.156262008473277,5.231252401694656,26.156262008473277,8.707654,0.8707654,0,0,1
"5",671.4529,179.1909,0.9166227,709.0817,190.11038,0.9240968,712.9399,165.27946,0.96093595,718.4496,177.97227,0.9877496,733.8367,174.76328,1,732.6286,200.37297,0.8661107,745.88544,165.67343,0.63760346,781.68164,207.59079,0.86980456,780.3819,286.96158,0.94425744,704.3774,438.18726,0.89268225,0.14768429,0.12201844,0.2277827,0.14277185,0.1534178,0.123264395,0.11492557,0.17841835,0.04413775,0.19191487,1.446336,0.1446336,0.04413775,0.2277827,0.15165776014328003,0.30331552028656006,0.10408895872533322,0.5204447936266661,4.38348260242492,26.300895614549518,4.38348260242492,26.300895614549518,4.38348260242492,26.300895614549518,8.999863,0.89998627,0,0,1
"6",671.1277,179.21088,0.91215736,705.9445,189.79721,0.8977784,707.55194,166.52048,0.98177826,716.2727,177.97227,1,732.6497,174.18889,1,730.7081,199.74672,0.861627,745.1456,164.97182,0.748189,781.0383,206.94344,0.91279495,782.45905,284.36475,0.944445,708.83124,438.18726,0.93586373,0.010860271,0.105093315,0.18430048,0.072562665,0.043954168,0.06733333,0.033986557,0.030421406,0.110845655,0.14846191,0.80781984,0.08078198,0.010860271,0.18430048,0.11270779371261597,0.22541558742523193,0.11526161693036556,0.5763080846518278,0.1002044624959429,0.6012267749756575,3.7688110851283585,26.38167759589851,3.7688110851283585,26.38167759589851,9.1946335,0.91946334,0,0,1
"7",670.9983,179.21088,0.8774861,704.6652,189.75781,0.8820443,706.5064,166.52048,0.9665776,715.3741,177.86842,1,732.40204,174.18889,1,728.74243,199.74672,0.85016125,744.8798,164.4914,0.78163624,777.76447,206.25584,0.9049634,783.9821,283.28107,0.91208833,708.83124,437.33316,0.91824514,0.004313151,0.042663448,0.034851074,0.030153388,0.008256022,0.065523274,0.018301796,0.1115097,0.062308434,0.02846985,0.40635014,0.040635012,0.004313151,0.1115097,0.06070849671959877,0.12141699343919754,0.11852862983942032,0.5926431491971016,0.10282384945700566,0.616943096742034,0.09169454100940909,0.6418617870658636,3.3027890759985894,26.422312607988715,9.093203,0.90932024,0,0,0
"8",670.9983,179.45915,0.87219894,702.9025,189.64017,0.85001713,705.6301,166.52048,0.9601057,713.52203,177.4591,0.99934316,730.94324,174.18889,0.95647013,726.3061,199.74672,0.8363338,744.83136,164.19897,0.7762195,775.8088,205.81339,0.91078836,784.5706,283.1568,0.896435,708.83124,435.19067,0.9499837,0.008275858,0.05888723,0.029209392,0.063224755,0.04862671,0.08121134,0.009880265,0.066837184,0.020049268,0.07141622,0.45761824,0.045761824,0.008275858,0.08121134,0.043198417872190475,0.08639683574438095,0.09409886747598648,0.4704943373799324,0.10640082880854607,0.6384049728512764,0.09467213148517269,0.6627049203962088,2.940897159071432,26.46807443164289,9.007895,0.90078956,0,0,0
"9",670.7983,179.45284,0.8830152,701.37915,189.52438,0.85157645,704.5487,166.25546,0.9605948,711.42847,177.44841,0.9447224,730.5596,174.35275,0.97415257,724.92084,199.74672,0.8429867,744.20593,163.92873,0.7914514,773.7019,205.7909,0.9595167,784.64136,281.30142,0.88305914,706.6123,430.60724,0.93424374,0.006670398,0.050925672,0.037113998,0.069786474,0.013906506,0.04617513,0.022710582,0.07023309,0.06189084,0.1697434,0.54915607,0.054915607,0.006670398,0.1697434,0.05033871531486511,0.10067743062973022,0.07334560602903366,0.3667280301451683,0.08756832405924797,0.5254099443554878,0.09904579711811883,0.6933205798268318,2.6522990038618444,26.522990038618445,9.025319,0.9025319,0,0,0
