Unnamed: 0,leftEar_x,leftEar_y,leftEar_p,leftShoulder_x,leftShoulder_y,leftShoulder_p,neck_x,neck_y,neck_p,nose_x,nose_y,nose_p,rightEar_x,rightEar_y,rightEar_p,rightShoulder_x,rightShoulder_y,rightShoulder_p,spineLower_x,spineLower_y,spineLower_p,spineMid_x,spineMid_y,spineMid_p,spineUpper_x,spineUpper_y,spineUpper_p,tailBase_x,tailBase_y,tailBase_p,Movement_leftEar,Movement_leftShoulder,Movement_neck,Movement_nose,Movement_rightEar,Movement_rightShoulder,Movement_spineLower,Movement_spineMid,Movement_spineUpper,Movement_tailBase,All_bp_movements_Animal_1_sum,All_bp_movements_Animal_1_mean,All_bp_movements_Animal_1_min,All_bp_movements_Animal_1_max,Mean_All_bp_movements_Animal_1_mean_2,Sum_All_bp_movements_Animal_1_mean_2,Mean_All_bp_movements_Animal_1_mean_5,Sum_All_bp_movements_Animal_1_mean_5,Mean_All_bp_movements_Animal_1_mean_6,Sum_All_bp_movements_Animal_1_mean_6,Mean_All_bp_movements_Animal_1_mean_7.5,Sum_All_bp_movements_Animal_1_mean_7.5,Mean_All_bp_movements_Animal_1_mean_15,Sum_All_bp_movements_Animal_1_mean_15,Sum_probabilities,Mean_probabilities,Low_prob_detections_0.1,Low_prob_detections_0.5,Low_prob_detections_0.75,kin_spine_x,kin_spine_y,kin_speed_px_s,kin_head_angle_deg,kin_turning_rate_deg,kin_move_turn_angle_deg,kin_nose_x,kin_nose_y,kin_spine_lower_x,kin_spine_lower_y,kin_left_shoulder_x,kin_left_shoulder_y,kin_right_shoulder_x,kin_right_shoulder_y,kin_tailbase_x,kin_tailbase_y,kin_head_spine_angle_deg
0,683.88165,175.40448,0.89366704,723.676,190.76495,0.8913202,731.1198,165.1192,1.0,733.5588,179.36632,0.93808115,748.33264,178.50952,0.8327749,743.56635,203.22208,0.64703256,758.2098,170.92078,0.43399394,797.0457,214.53651,0.9666407,777.10474,290.8005,0.9533764,674.4901,434.7629,0.8861664,23.533918,24.94657,24.984453,25.172312,25.644306,25.694576,25.907871,27.51379,27.657764,26.748951,257.8045,25.78045,23.533918,27.657764,25.78045082092285,25.78045082092285,25.78045082092285,25.78045082092285,25.78045082092285,25.78045082092285,25.78045082092285,25.78045082092285,25.78045082092285,25.78045082092285,8.443053,0.84430534,0,1,2,748.33264,178.50952,0.0,-176.66264864403237,0.0,0.0,683.88165,175.40448,777.10474,290.8005,743.56635,203.22208,758.2098,170.92078,674.4901,434.7629,72.87020839158568
1,683.88165,176.59001,0.9560283,723.676,190.76495,0.83134055,731.1198,165.25446,1.0,733.5588,179.36632,0.9970613,748.33264,178.50952,0.8740189,743.56635,203.22208,0.67511773,758.2098,170.92078,0.5087293,797.0457,214.53651,0.84957635,777.7788,290.8005,0.9760304,679.9061,435.60278,0.87738794,0.03951772,0.0,0.0045084637,0.0,0.0,0.0,0.0,0.0,0.022469075,0.18269165,0.2491869,0.02491869,0.0,0.18269165,12.90268475562334,25.80536951124668,12.90268475562334,25.80536951124668,12.90268475562334,25.80536951124668,12.90268475562334,25.80536951124668,12.90268475562334,25.80536951124668,8.545291,0.8545291,0,0,2,748.33264,178.50952,0.0,-178.13141778170817,1.4687691376757923,90.0,683.88165,176.59001,777.7788,290.8005,743.56635,203.22208,758.2098,170.92078,679.9061,435.60278,73.60021782282773
2,683.88165,176.59001,0.93143505,723.676,190.76495,0.9340663,731.1198,165.25446,1.0,733.5588,179.36632,0.95172465,748.33264,178.50952,0.9079161,743.56635,203.22208,0.7400482,758.2098,170.92078,0.5307803,797.0457,214.53651,0.78423685,778.4029,290.8005,0.9551037,686.54663,436.1841,0.86731035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020802816,0.22219667,0.24299948,0.024299948,0.0,0.22219667,0.024609318934381,0.049218637868762,8.609889819597205,25.829669458791614,8.609889819597205,25.829669458791614,8.609889819597205,25.829669458791614,8.609889819597205,25.829669458791614,8.602622,0.8602622,0,0,2,748.33264,178.50952,0.0,-178.13141778170817,0.0,90.0,683.88165,176.59001,778.4029,290.8005,743.56635,203.22208,758.2098,170.92078,686.54663,436.1841,73.30267192078695
3,679.0954,176.60449,0.94179,719.5151,190.50865,0.81211376,724.1117,165.25446,1.0,728.3757,178.42055,0.9793739,744.16235,176.2923,0.8360901,740.6893,202.41309,0.7569029,753.21954,166.58455,0.57729226,791.6087,213.03146,0.69632345,779.26624,289.1983,0.91138643,693.9019,436.34616,0.9083213,0.15954256,0.13896121,0.23360392,0.17562291,0.15743564,0.09962166,0.22036664,0.18804927,0.06066681,0.24523568,1.6791064,0.16791064,0.06066681,0.24523568,0.0961052915081381,0.1922105830162763,6.499395023565739,25.99758009426296,6.499395023565739,25.99758009426296,6.499395023565739,25.99758009426296,6.499395023565739,25.99758009426296,8.419594,0.84195936,0,0,2,744.16235,176.2923,89.83316348856414,-178.2876387412976,0.156220959589433,90.0,679.0954,176.60449,779.26624,289.1983,740.6893,202.41309,753.21954,166.58455,693.9019,436.34616,73.00377800771406
4,675.1066,176.68497,0.9342887,712.7377,190.294,0.84130955,719.7733,165.25446,0.974451,722.7154,178.35738,0.9874722,738.43286,175.00482,0.9652167,736.1332,201.55307,0.8392425,749.33124,165.78986,0.585088,786.74615,209.32298,0.7935069,779.743,288.12137,0.906102,698.61993,438.18726,0.88097596,0.13298604,0.22602677,0.14461263,0.1886877,0.1957455,0.15455167,0.13228948,0.2038442,0.039258048,0.1688172,1.5868192,0.15868191,0.039258048,0.22602677,0.1632962748408317,0.3265925496816635,5.231252401694656,26.15626200847328,5.231252401694656,26.15626200847328,5.231252401694656,26.15626200847328,5.231252401694656,26.15626200847328,8.707654,0.8707654,0,0,1,738.43286,175.00482,97.60332075834886,-178.4836671324263,0.1960283911286922,15.33371163020724,675.1066,176.68497,779.743,288.12137,736.1332,201.55307,749.33124,165.78986,698.61993,438.18726,71.45761215038208
5,671.4529,179.1909,0.9166227,709.0817,190.11038,0.9240968,712.9399,165.27946,0.96093595,718.4496,177.97227,0.9877496,733.8367,174.76328,1.0,732.6286,200.37297,0.8661107,745.88544,165.67343,0.63760346,781.68164,207.59079,0.86980456,780.3819,286.96158,0.94425744,704.3774,438.18726,0.89268225,0.14768429,0.12201844,0.2277827,0.14277185,0.1534178,0.123264395,0.11492557,0.17841835,0.04413775,0.19191487,1.446336,0.1446336,0.04413775,0.2277827,0.15165776014328,0.30331552028656,0.1040889587253332,0.5204447936266661,4.38348260242492,26.30089561454952,4.38348260242492,26.30089561454952,4.38348260242492,26.30089561454952,8.999863,0.89998627,0,0,1,733.8367,174.76328,99.03669500972286,177.8342502015173,356.3179173339436,9.656485012768004,671.4529,179.1909,780.3819,286.96158,732.6286,200.37297,745.88544,165.67343,704.3774,438.18726,71.52869335186269
6,671.1277,179.21088,0.91215736,705.9445,189.79721,0.8977784,707.55194,166.52048,0.98177826,716.2727,177.97227,1.0,732.6497,174.18889,1.0,730.7081,199.74672,0.861627,745.1456,164.97182,0.748189,781.0383,206.94344,0.91279495,782.45905,284.36475,0.944445,708.83124,438.18726,0.93586373,0.010860271,0.105093315,0.18430048,0.072562665,0.043954168,0.06733333,0.033986557,0.030421406,0.110845655,0.14846191,0.80781984,0.08078198,0.010860271,0.18430048,0.1127077937126159,0.2254155874252319,0.1152616169303655,0.5763080846518278,0.1002044624959429,0.6012267749756575,3.7688110851283594,26.38167759589851,3.7688110851283594,26.38167759589851,9.1946335,0.91946334,0,0,1,732.6497,174.18889,80.31246043751368,178.3082883624648,0.4740381609474866,22.814227212529136,671.1277,179.21088,782.45905,284.36475,730.7081,199.74672,745.1456,164.97182,708.83124,438.18726,70.33943379295343
7,670.9983,179.21088,0.8774861,704.6652,189.75781,0.8820443,706.5064,166.52048,0.9665776,715.3741,177.86842,1.0,732.40204,174.18889,1.0,728.74243,199.74672,0.85016125,744.8798,164.4914,0.78163624,777.76447,206.25584,0.9049634,783.9821,283.28107,0.91208833,708.83124,437.33316,0.91824514,0.004313151,0.042663448,0.034851074,0.030153388,0.008256022,0.065523274,0.018301796,0.1115097,0.062308434,0.02846985,0.40635014,0.040635012,0.004313151,0.1115097,0.0607084967195987,0.1214169934391975,0.1185286298394203,0.5926431491971016,0.1028238494570056,0.616943096742034,0.091694541009409,0.6418617870658636,3.3027890759985894,26.422312607988715,9.093203,0.90932024,0,0,0,732.40204,174.18889,47.401298075580605,178.22518971500108,0.0830986474637143,25.82293506177392,670.9983,179.21088,783.9821,283.28107,728.74243,199.74672,744.8798,164.4914,708.83124,437.33316,69.3702755594155
8,670.9983,179.45915,0.87219894,702.9025,189.64017,0.85001713,705.6301,166.52048,0.9601057,713.52203,177.4591,0.99934316,730.94324,174.18889,0.95647013,726.3061,199.74672,0.8363338,744.83136,164.19897,0.7762195,775.8088,205.81339,0.91078836,784.5706,283.1568,0.896435,708.83124,435.19067,0.9499837,0.008275858,0.05888723,0.029209392,0.063224755,0.04862671,0.08121134,0.009880265,0.066837184,0.020049268,0.07141622,0.45761824,0.045761824,0.008275858,0.08121134,0.0431984178721904,0.0863968357443809,0.0940988674759864,0.4704943373799324,0.106400828808546,0.6384049728512764,0.0946721314851726,0.6627049203962088,2.940897159071432,26.46807443164289,9.007895,0.90078956,0,0,0,730.94324,174.18889,30.608491643999805,177.62667834964327,0.5985113653578082,0.1760999154830881,670.9983,179.45915,784.5706,283.1568,726.3061,199.74672,744.83136,164.19897,708.83124,435.19067,68.82083265505958
9,670.7983,179.45284,0.8830152,701.37915,189.52438,0.85157645,704.5487,166.25546,0.9605948,711.42847,177.44841,0.9447224,730.5596,174.35275,0.97415257,724.92084,199.74672,0.8429867,744.20593,163.92873,0.7914514,773.7019,205.7909,0.9595167,784.64136,281.30142,0.88305914,706.6123,430.60724,0.93424374,0.006670398,0.050925672,0.037113998,0.069786474,0.013906506,0.04617513,0.022710582,0.07023309,0.06189084,0.1697434,0.54915607,0.054915607,0.006670398,0.1697434,0.0503387153148651,0.1006774306297302,0.0733456060290336,0.3667280301451683,0.0875683240592479,0.5254099443554878,0.0990457971181188,0.6933205798268318,2.6522990038618444,26.522990038618445,9.025319,0.9025319,0,0,0,730.5596,174.35275,30.890029847346224,177.21819969022488,0.4084786594183924,23.1286706257172,670.7983,179.45284,784.64136,281.30142,724.92084,199.74672,744.20593,163.92873,706.6123,430.60724,68.05306822403948
10,670.7528,179.45284,0.87051946,700.2967,189.24373,0.83752614,703.27844,165.96413,0.92775273,710.9659,177.13078,0.91132015,728.75183,174.35275,0.9648118,724.2081,199.7325,0.8314423,743.8931,163.74751,0.793133,772.7019,205.78882,0.93129385,787.2667,279.9001,0.9280348,706.6123,426.48563,0.9580005,0.0015157064,0.03727501,0.043441486,0.01870449,0.060257975,0.023761647,0.0120501425,0.033333406,0.09919841,0.13738708,0.46692532,0.04669253,0.0015157064,0.13738708,0.0508040692657232,0.1016081385314464,0.0537573911249637,0.2687869556248188,0.0689034269501765,0.4134205617010593,0.0817289251301969,0.5721024759113789,2.415425688197667,26.569682570174336,8.9538355,0.89538354,0,0,0,728.75183,174.35275,30.357406157498254,176.59060863341352,0.6275910568113545,23.12865287507916,670.7528,179.45284,787.2667,279.9001,724.2081,199.7325,743.8931,163.74751,706.6123,426.48563,66.02157948416195
11,670.59814,179.46687,0.86919683,699.3005,189.64017,0.8229437,701.86633,165.96413,0.9418689,710.09454,177.13078,0.9143601,727.50397,174.35275,0.9372889,723.47546,199.32515,0.8279632,743.82513,163.14847,0.7820002,771.4515,205.59137,0.9189354,789.03296,277.08496,0.9589546,706.6123,422.51382,0.9016719,0.005176629,0.03573995,0.047070313,0.029044596,0.04159546,0.027943045,0.020096371,0.042197347,0.110777624,0.13239339,0.49203473,0.049203474,0.005176629,0.13239339,0.0479480028152465,0.0958960056304931,0.0474416896700859,0.2372084483504295,0.0529984049499034,0.3179904296994209,0.0660891479679516,0.4626240357756614,2.2182405036874115,26.61888604424894,8.875183,0.8875183,0,0,0,727.50397,174.35275,23.54745421083057,176.82231979603853,0.2317111626250039,0.0943046960109662,670.59814,179.46687,789.03296,277.08496,723.47546,199.32515,743.82513,163.14847,706.6123,422.51382,64.21688132010512
12,670.59814,181.3757,0.9000035,698.7933,189.64017,0.81302905,701.0302,166.25546,0.9389134,709.2205,177.21703,0.93192255,727.3425,174.17215,0.91228795,722.6901,198.6437,0.82324564,743.54944,162.86278,0.7817211,771.4515,205.59137,0.90227556,789.4152,273.0693,0.92411363,708.95917,417.88336,0.93972486,0.06362762,0.016906738,0.02951411,0.029275602,0.008074629,0.034658995,0.013234094,0.0,0.1344603,0.17304127,0.5027934,0.050279338,0.0,0.17304127,0.0497414059937,0.0994828119874,0.0493705548346042,0.2468527741730213,0.0479146310438712,0.2874877862632274,0.0526099668017455,0.3682697676122188,2.0514742601662874,26.669165382161736,8.867237,0.8867237,0,0,0,727.3425,174.17215,35.47115518445988,173.33021851438158,3.492101281656943,48.20114046227236,670.59814,181.3757,789.4152,273.0693,722.6901,198.6437,743.54944,162.86278,708.95917,417.88336,65.12045506140107
13,669.9149,186.56284,0.8721986,698.65784,189.75873,0.815182,698.93494,167.58052,0.9213596,708.1736,177.21703,0.959756,727.0187,174.17215,0.9275149,722.6901,197.74414,0.86257,743.4843,162.25348,0.7460207,771.4515,204.0964,0.9042322,791.9541,269.62686,0.9259737,712.9508,415.17563,0.94259876,0.17439789,0.0059999856,0.082636826,0.034897868,0.010795085,0.029985555,0.02042564,0.049832154,0.1425807,0.16077933,0.71233106,0.07123311,0.0059999856,0.17439789,0.0607562232762575,0.121512446552515,0.0544648118317127,0.2723240591585636,0.053014313802123,0.3180858828127384,0.051245842128992,0.3587208949029445,1.9100284636286755,26.740398490801454,8.877406,0.8877406,0,0,1,727.0187,174.17215,28.92355949810433,164.71452029323285,8.615698221148733,48.20125761397495,669.9149,186.56284,791.9541,269.62686,722.6901,197.74414,743.4843,162.25348,712.9508,415.17563,68.01611052126826
14,668.16705,190.96852,0.88165903,697.779,191.47215,0.8740773,694.2983,170.5318,0.97739464,705.4693,178.42867,1.0,724.6505,174.17215,0.96789145,722.6901,197.74414,0.9083852,740.17035,161.69319,0.78228545,772.44116,202.08759,0.88440907,793.28723,265.90762,0.94390017,721.06616,411.73907,0.9182605,0.15799119,0.0641889,0.18320796,0.0987771,0.078938805,0.0,0.11203315,0.07464608,0.13169818,0.29376656,1.1952479,0.11952479,0.0,0.29376656,0.0953789502382278,0.1907579004764557,0.0673866488039493,0.3369332440197468,0.0653081418325503,0.3918488509953022,0.062515810664211,0.437610674649477,1.7906615521758795,26.859923282638192,9.138263,0.9138263,0,0,0,724.6505,174.17215,30.351961132829476,160.3235680519957,4.390952241237159,0.1518193028479472,668.16705,190.96852,793.28723,265.90762,722.6901,197.74414,740.17035,161.69319,721.06616,411.73907,69.75685627722444
15,665.54297,196.50034,0.9414404,697.72406,194.2832,0.9445522,692.08295,172.56822,1.0,704.94604,179.5392,1.0,723.9335,174.20505,0.95438796,724.82513,197.74414,0.9554599,739.0729,161.53862,0.8071792,774.30273,197.96785,0.98748666,795.6589,261.6932,0.9686791,728.48517,409.05432,0.84840983,0.2040882,0.09371957,0.1003035,0.040921096,0.02392651,0.07116699,0.036943495,0.15069349,0.1611969,0.26299462,1.1459543,0.11459543,0.02392651,0.26299462,0.1170601099729538,0.2341202199459076,0.0809672281146049,0.4048361405730247,0.0752547786881526,0.4515286721289158,0.0723491827292101,0.5064442791044712,0.0796045259883006,1.1940678898245096,9.407596,0.94075954,0,0,0,723.9335,174.20505,41.79489541365516,155.995965061528,4.327602990467682,2.629476345929921,665.54297,196.50034,795.6589,261.6932,724.82513,197.74414,739.0729,161.53862,728.48517,409.05432,71.55246144906921
16,665.394,206.81021,0.93205565,697.4726,196.80525,0.8776653,689.72766,175.53584,0.99078333,702.9867,182.13289,1.0,722.4891,175.01692,0.9957115,727.2492,198.25648,0.9722673,737.07825,161.53862,0.8578626,775.74884,193.9793,0.9422144,796.86224,258.2861,0.97675574,740.2935,406.9502,0.86013705,0.3436984,0.08448514,0.12628955,0.1083527,0.055231057,0.08258748,0.06648763,0.14142057,0.120445736,0.3998117,1.52881,0.152881,0.055231057,0.3998117,0.133738212287426,0.267476424574852,0.1017027325928211,0.5085136629641056,0.0929528561731179,0.5577171370387077,0.0863442383706569,0.6044096685945988,0.0881353463977575,1.322030195966363,9.405453,0.94054526,0,0,0,722.4891,175.01692,57.32351194696913,143.80542567524853,12.190539386279482,26.71253666332717,665.394,206.81021,796.86224,258.2861,727.2492,198.25648,737.07825,161.53862,740.2935,406.9502,77.34103629644027
17,664.5772,210.56506,0.97002363,697.2994,199.30978,0.8574451,688.5104,177.04729,0.9156721,700.8818,185.30775,0.9535156,720.5537,175.73253,0.9810864,727.6752,198.41074,1.0,732.2497,160.95088,0.80081105,776.24994,190.2235,0.86776817,798.11633,253.72081,0.96472573,749.56274,406.7831,0.8056008,0.12808865,0.083683826,0.0646894,0.12697531,0.06878086,0.015101105,0.1621397,0.12630264,0.15781365,0.3090244,1.2425996,0.12425996,0.015101105,0.3090244,0.1385704800486564,0.2771409600973129,0.1164988577365875,0.5824942886829376,0.1054622710992892,0.6327736265957355,0.0974253000957625,0.6819771006703377,0.094799347470204,1.4219902120530603,9.116649,0.91166484,0,0,0,720.5537,175.73253,49.22775248650426,141.68174856047233,2.1236771147762,9.048145733883484,664.5772,210.56506,798.11633,253.72081,727.6752,198.41074,732.2497,160.95088,749.56274,406.7831,77.04957375598315
18,661.9312,211.45207,1.0,695.8907,201.70087,0.9210475,685.9078,179.48659,0.9447192,698.7281,186.85391,0.9198617,718.1633,177.75813,0.90526295,727.6752,198.43822,0.9667413,728.75616,160.69104,0.6100954,776.24994,187.78957,0.83413905,799.59094,250.4074,0.96284276,758.0582,405.8884,0.84703,0.09302377,0.09250639,0.11890105,0.08837401,0.10444028,0.00091603596,0.116772674,0.08113098,0.12089112,0.28474894,1.1017052,0.11017052,0.00091603596,0.28474894,0.1172152422368526,0.2344304844737053,0.1242863401770591,0.6214317008852959,0.1154441349208355,0.692664809525013,0.1061348782054015,0.7429441474378109,0.0909500064949194,1.364250097423792,8.911739,0.89117396,0,0,1,718.1633,177.75813,59.57825822907188,144.2443620650807,2.562613504608379,19.985954268246275,661.9312,211.45207,799.59094,250.4074,727.6752,198.43822,728.75616,160.69104,758.0582,405.8884,72.66894898822862
19,657.81506,211.45207,0.9754719,693.5034,201.98691,0.9203526,683.77936,180.41695,0.9089482,697.397,187.94925,0.89924634,717.65265,178.45537,0.81575215,727.6752,198.43822,0.96517473,728.5894,160.1841,0.6825845,776.24994,184.71017,0.84039253,799.99884,247.56288,0.946306,767.0785,405.5779,0.9113686,0.13720499,0.080144785,0.07742904,0.057461407,0.02880841,0.0,0.017788757,0.10264638,0.095787,0.30085355,0.89812434,0.089812435,0.0,0.30085355,0.0999914780259132,0.1999829560518264,0.1183438688516616,0.5917193442583084,0.1185406893491745,0.711244136095047,0.1117824635335377,0.7824772447347641,0.0863587078948815,1.2953806184232235,8.865597,0.88655967,0,0,1,717.65265,178.45537,63.096642048913424,146.69865935376114,2.4542972886804364,13.504170414029344,657.81506,211.45207,799.99884,247.56288,727.6752,198.43822,728.5894,160.1841,767.0785,405.5779,68.87842704981335
20,654.7897,211.45207,0.9368952,690.4612,201.98691,0.9260316,681.2291,180.41695,0.88174766,694.93915,187.94925,0.9593613,714.96735,178.47205,0.8741465,726.68475,198.43822,0.9974719,726.9681,160.1841,0.71885,774.959,183.54251,0.86765844,800.2859,245.92285,0.99101657,772.5835,405.1617,0.90794045,0.10084636,0.10140788,0.085007735,0.08192749,0.08951182,0.033013918,0.054044597,0.058023002,0.055498697,0.18402386,0.8433053,0.08433053,0.033013918,0.18402386,0.0870714820921421,0.1741429641842842,0.1122908890247345,0.5614544451236725,0.1126749788721402,0.6760498732328415,0.1136535235813685,0.7955746650695801,0.0823385027547677,1.235077541321516,9.06112,0.906112,0,0,1,714.96735,178.47205,56.543261277130526,146.89307780017197,0.1944184464108218,53.4255826661168,654.7897,211.45207,800.2859,245.92285,726.68475,198.43822,726.9681,160.1841,772.5835,405.1617,67.05374578457129
21,653.4617,210.83325,0.94008636,687.9863,201.98691,0.9237809,679.7472,180.41695,0.94671535,692.3475,187.94925,0.96482265,712.5568,178.47205,0.83155143,724.53406,197.22478,1.0,726.93524,159.92325,0.65827525,773.2088,181.8735,0.9203896,800.3025,242.9691,0.982104,775.8264,404.0545,0.8901774,0.048836805,0.082495116,0.049397785,0.08638916,0.08035075,0.082313284,0.008763591,0.08061378,0.098459914,0.11422415,0.7318443,0.07318443,0.008763591,0.11422415,0.0787574797868728,0.1575149595737457,0.0963515758514404,0.4817578792572021,0.1057731459538142,0.6346388757228851,0.1070334719760077,0.7492343038320541,0.0818319993714491,1.2274799905717373,9.057903,0.9057903,0,0,1,712.5568,178.47205,40.76912633858716,147.15129285851546,0.2582150583434952,0.3630825221509624,653.4617,210.83325,800.3025,242.9691,724.53406,197.22478,726.93524,159.92325,775.8264,404.0545,65.02321785448822
22,651.4466,207.7723,0.863388,686.888,200.90877,0.89669085,679.68726,180.00246,0.95486313,691.6746,187.27571,1.0,711.5368,178.47205,0.867808,723.97797,195.95682,1.0,725.9928,159.6339,0.6133262,772.5832,179.4426,0.90844136,800.2859,241.2368,0.9631404,777.5495,401.6634,0.92126787,0.12215654,0.05130205,0.013960028,0.031734716,0.03400065,0.046151433,0.03286209,0.08367067,0.05774598,0.09824255,0.5718267,0.05718267,0.013960028,0.12215654,0.0651835501194,0.1303671002388,0.0829361170530319,0.4146805852651596,0.0898234248161315,0.5389405488967896,0.098831649337496,0.6918215453624725,0.0829351765414079,1.2440276481211183,8.988925,0.8988925,0,0,1,711.5368,178.47205,41.26391725934083,151.46052363284596,4.309230774330501,0.0957108470685023,651.4466,207.7723,800.2859,241.2368,723.97797,195.95682,725.9928,159.6339,777.5495,401.6634,61.2626165050431
23,647.21027,204.59901,0.95845145,684.60205,199.16988,0.8228434,678.6947,177.95345,0.95193934,690.82776,185.57658,0.952412,711.38,178.15422,0.81623495,722.84454,195.12387,1.0,725.98126,159.6339,0.616029,769.38043,177.16096,0.8258329,800.2859,239.97894,0.94349694,780.1087,401.0356,0.91709584,0.17643435,0.0957387,0.075891815,0.06328252,0.011813314,0.04688577,0.0003845215,0.13107888,0.041928608,0.08783589,0.73127437,0.07312743,0.0003845215,0.17643435,0.0651550516486167,0.1303101032972335,0.075527499616146,0.3776374980807304,0.0813013364871343,0.4878080189228058,0.0874382832220622,0.6120679825544357,0.0847595505416393,1.27139325812459,8.804337,0.8804337,0,0,1,711.38,178.15422,42.35641277789741,155.02926145373985,3.5687378208938867,63.740887307380994,647.21027,204.59901,800.2859,239.97894,722.84454,195.12387,725.98126,159.6339,780.1087,401.0356,57.21145712502946
24,642.06146,201.53651,0.92394596,682.6469,198.11908,0.79900604,675.8503,175.44781,1.0,689.71454,182.71776,0.90490997,711.30145,175.81723,0.74728334,721.7014,193.28947,0.99227804,721.6095,159.11247,0.66050863,766.52795,174.23042,0.74483407,798.6772,238.12022,0.9868397,780.923,398.67822,0.9312989,0.19969167,0.07398756,0.12635452,0.102264054,0.077943675,0.07204744,0.14675835,0.1363195,0.08194011,0.08313529,1.100442,0.1100442,0.07204744,0.19969167,0.0915858186781406,0.1831716373562812,0.0795738533139228,0.3978692665696144,0.0812802836298942,0.4876817017793655,0.0854074603744915,0.5978522226214409,0.0884347903231779,1.3265218548476696,8.690905,0.86909044,0,0,3,711.30145,175.81723,45.415468686556,158.36053890824016,3.331277454500309,24.33455307294711,642.06146,201.53651,798.6772,238.12022,721.7014,193.28947,721.6095,159.11247,780.923,398.67822,55.86821952948633
25,638.6554,195.61996,0.8711111,680.78156,195.24675,0.8753419,674.7082,172.60553,1.0,687.845,179.87819,0.98951614,709.6697,173.80621,0.7840432,718.58856,191.5882,0.9620172,714.8728,157.33105,0.5770531,764.3142,171.766,0.7515143,798.1508,235.47157,1.0,782.82794,397.00842,0.9169416,0.22756405,0.1141628,0.10210536,0.11332567,0.086325474,0.11824743,0.23227498,0.11042351,0.09001491,0.08444022,1.2788845,0.12788846,0.08444022,0.23227498,0.1189663298428058,0.2379326596856117,0.0882854387164115,0.4414271935820579,0.0876262870927651,0.525757722556591,0.0879385939666203,0.6155701577663422,0.093847851951917,1.4077177792787552,8.727538,0.8727538,0,0,1,709.6697,173.80621,67.55001920954291,163.34517456633034,4.984635658090184,37.131001593262575,638.6554,195.61996,798.1508,235.47157,718.58856,191.5882,714.8728,157.33105,782.82794,397.00842,51.94949547722414
26,634.622,189.47072,0.8806112,677.9118,191.35976,0.84014666,674.02655,168.15218,0.94961953,685.9091,177.43059,0.9416507,708.0512,172.38986,0.806273,715.6864,190.76666,0.9454413,713.58545,155.57234,0.623543,761.22485,169.41203,0.75419694,796.52313,233.4942,1.0,783.38983,395.7828,0.901991,0.2451336,0.16105275,0.15017395,0.1040207,0.071689874,0.10053995,0.07265099,0.12946603,0.0853708,0.044942625,1.1650412,0.11650412,0.044942625,0.2451336,0.1221962869167327,0.2443925738334655,0.0969493761658668,0.4847468808293342,0.0929885519047578,0.5579313114285469,0.0917516914861542,0.64226184040308,0.0983345615367094,1.475018423050642,8.643473,0.8643473,0,0,1,708.0512,172.38986,103.01684382927516,166.7778600356689,3.4326854693385656,9.755081773697835,634.622,189.47072,796.52313,233.4942,715.6864,190.76666,713.58545,155.57234,783.38983,395.7828,47.726502378944936
27,629.1253,182.66502,0.9142764,672.79004,188.56961,0.8400257,671.5129,164.75581,0.9274462,680.52795,175.17807,0.8797523,705.2373,169.14111,0.79291713,710.5268,190.29878,0.8387493,712.7048,155.15077,0.5949963,757.3852,168.87413,0.7804395,793.75616,231.6733,0.97391754,789.4697,395.2234,0.93963706,0.29160708,0.19441476,0.14084595,0.19445299,0.14326519,0.17269258,0.032545898,0.12923852,0.110412434,0.20351924,1.6129947,0.16129947,0.032545898,0.29160708,0.1389017924666404,0.2778035849332809,0.1177727356553077,0.5888636782765388,0.1076743913193543,0.6460463479161263,0.1027472540736198,0.7192307785153389,0.1057359034816424,1.586038552224636,8.482158,0.84821576,0,0,1,705.2373,169.14111,121.96459055438255,172.05828065474813,5.280420619079223,7.913679211982935,629.1253,182.66502,793.75616,231.6733,710.5268,190.29878,712.7048,155.15077,789.4697,395.2234,45.3138569860865
28,623.00916,178.65047,0.9091765,666.3934,185.98991,0.84049696,665.931,162.1664,0.8759022,674.9612,171.59866,0.95445,697.8458,167.58936,0.8484135,704.16095,190.188,0.93324274,707.2538,153.39885,0.658101,752.8033,168.36528,0.82596236,791.26086,229.90067,0.9902718,791.66754,394.222,0.8336184,0.24386689,0.22990866,0.2051073,0.22060803,0.25175366,0.21222694,0.19085337,0.15366928,0.102027975,0.08050673,1.8905288,0.18905288,0.08050673,0.25175366,0.1751761734485626,0.3503523468971252,0.1409578248858451,0.7047891244292259,0.1296527596811453,0.7779165580868721,0.1192998896752085,0.8350992277264595,0.1135905548930168,1.7038583233952522,8.669636,0.86696357,0,0,1,697.8458,167.58936,153.049379077429,173.9517461554389,1.8934655006907803,37.24627543386861,623.00916,178.65047,791.26086,229.90067,704.16095,190.188,707.2538,153.39885,791.66754,394.222,42.11239822127807
