"","leftEar_x","leftEar_y","leftEar_p","leftShoulder_x","leftShoulder_y","leftShoulder_p","neck_x","neck_y","neck_p","nose_x","nose_y","nose_p","rightEar_x","rightEar_y","rightEar_p","rightShoulder_x","rightShoulder_y","rightShoulder_p","spineLower_x","spineLower_y","spineLower_p","spineMid_x","spineMid_y","spineMid_p","spineUpper_x","spineUpper_y","spineUpper_p","tailBase_x","tailBase_y","tailBase_p","Movement_leftEar","Movement_leftShoulder","Movement_neck","Movement_nose","Movement_rightEar","Movement_rightShoulder","Movement_spineLower","Movement_spineMid","Movement_spineUpper","Movement_tailBase","All_bp_movements_Animal_1_sum","All_bp_movements_Animal_1_mean","All_bp_movements_Animal_1_min","All_bp_movements_Animal_1_max","Mean_All_bp_movements_Animal_1_mean_2","Sum_All_bp_movements_Animal_1_mean_2","Mean_All_bp_movements_Animal_1_mean_5","Sum_All_bp_movements_Animal_1_mean_5","Mean_All_bp_movements_Animal_1_mean_6","Sum_All_bp_movements_Animal_1_mean_6","Mean_All_bp_movements_Animal_1_mean_7.5","Sum_All_bp_movements_Animal_1_mean_7.5","Mean_All_bp_movements_Animal_1_mean_15","Sum_All_bp_movements_Animal_1_mean_15","Sum_probabilities","Mean_probabilities","Low_prob_detections_0.1","Low_prob_detections_0.5","Low_prob_detections_0.75","Probability_sniffing_up","sniffing_up","Probability_sniffing_down","sniffing_down","Probability_grooming","grooming","Probability_rearing","rearing","Probability_turning","turning","Probability_moving","moving","Probability_rest","rest","Probability_running","running","Probability_top","top","Probability_other","other"
"0",261.6455,531.52,0.96777344,291.81494,550.66406,0.98291016,296.28516,528.4824,0.93603516,298.6963,540.5615,0.9667969,318.10352,543.46484,0.98876953,312.64062,567.0117,1,324.21106,520.56836,0.8408203,383.9336,562.8877,0.9277344,456.95117,562.1621,0.86083984,579.6992,627.3789,0.21777344,19.747627,20.773563,20.195671,20.58657,20.990576,21.58308,20.442446,22.711906,24.1484,28.473291,219.65314,21.965313,19.747627,28.473291,21.965313,21.965313,21.965313,21.965313,21.965313,21.965313,21.965313,21.965313,21.965313,21.965313,8.689453,0.8689453,0,1,1,0,0,0.024,0,0,0,0.2125,0,0.004,0,0.3495,0,0.0005,0,0.998,1,0.0005,0,0.002,0
"1",252.43945,519.4531,0.93896484,279.77148,542.99414,1,288.08203,520.37695,1,289.2578,533.8154,0.93652344,308.5127,541.20215,0.97753906,298.62305,559.8711,0.92285156,320.9004,516.4231,0.9057617,370.4248,565.3242,1,445.2539,556.4861,0.91796875,574.375,620.1132,0.7841797,0.505922,0.4759465,0.38440412,0.3867164,0.3284706,0.5243843,0.17683558,0.45755875,0.43338883,0.3002545,3.9738815,0.39738816,0.17683558,0.5243843,11.181351,22.362701,11.181351,22.362701,11.181351,22.362701,11.181351,22.362701,11.181351,22.362701,9.383789,0.93837893,0,0,0,0,0,0.0015,0,0,0,0.012,0,0.0085,0,0.209,0,0,0,0.998,1,0.0175,0,0.0025,0
"2",246.61719,510.1328,0.89941406,269.9707,535.47656,0.93359375,281.8086,514.4463,1,282.3047,528.08203,1,297.51953,537.166,0.98291016,285.51172,553.5508,0.9584961,310.65234,515.0161,1,358.00195,564.9043,1,433.71875,554.12695,0.89208984,562.7383,611.07666,0.9033203,0.36631346,0.4117298,0.28776687,0.30040306,0.39035597,0.4851727,0.34480602,0.41433156,0.3924642,0.49111283,3.8844562,0.38844562,0.28776687,0.49111283,0.3929169,0.7858338,7.5837154,22.751146,7.5837154,22.751146,7.5837154,22.751146,7.5837154,22.751146,9.569824,0.95698243,0,0,0,0,0,0,0,0,0,0.002,0,0.013,0,0.183,0,0,0,0.999,1,0.0025,0,0,0
"3",243.79492,496.88867,0.8334961,261.75,528.81055,1,276.23706,508.19397,0.90185547,274.21973,522.2471,0.9995117,288.8672,533.73047,0.99072266,276.59668,549.29297,1,304.39062,510.52734,0.89746094,346.9336,561.5449,0.9404297,419.8963,554.0801,0.94091797,553.4863,608.27344,0.9511719,0.4513836,0.3527916,0.27915242,0.33235416,0.3103153,0.32932064,0.25681418,0.38556448,0.46075094,0.32224333,3.480691,0.3480691,0.25681418,0.46075094,0.36825734,0.7365147,5.774804,23.099216,5.774804,23.099216,5.774804,23.099216,5.774804,23.099216,9.455566,0.94555664,0,0,0,0,0,0,0,0,0,0.008,0,0.0215,0,0.067,0,0,0,0.9965,1,0.0025,0,0.0005,0
"4",240.21875,486.29883,0.890625,255.4336,520.16406,0.90283203,272.2461,501.15527,0.9296875,267.16113,514.7012,0.984375,279.5547,524.9795,1,268.74316,544.53516,0.9033203,300.08246,504.15625,0.8730469,333.7422,554.91016,0.97314453,407.66406,552.8535,0.9243164,540.1593,603.9581,0.93066406,0.37257928,0.3569293,0.26971397,0.34442276,0.42596588,0.3060764,0.25636593,0.49219838,0.40978605,0.4669422,3.7009802,0.37009802,0.25636593,0.49219838,0.35908356,0.7181671,4.693863,23.469315,4.693863,23.469315,4.693863,23.469315,4.693863,23.469315,9.312012,0.93120116,0,0,0,0,0,0.0005,0,0,0,0.0035,0,0.0035,0,0.0775,0,0,0,1,1,0.007,0,0.002,0
"5",242.43262,472.2461,0.8378906,250.75781,511.5332,0.89501953,270.0254,493.01074,0.9580078,263.3125,506.43457,0.9609375,275.41992,519.91016,1,261.82422,535.78906,0.8979492,292.68066,496.5039,0.96777344,326.67383,549.5322,1,398.51562,549.30176,0.9995117,528.0801,601.33594,0.87109375,0.47420174,0.32720137,0.28139514,0.303953,0.21805824,0.37173164,0.35487857,0.29605526,0.32712364,0.4120188,3.3666174,0.33666176,0.21805824,0.47420174,0.3533799,0.7067598,0.36813253,1.8406627,3.9676626,23.805975,3.9676626,23.805975,3.9676626,23.805975,9.388184,0.93881834,0,0,0,0,0,0,0,0,0,0.0035,0,0.0175,0,0.1195,0,0,0,0.984,1,0.004,0,0,0
"6",244.7627,458.3369,0.9111328,249.22461,500.66504,0.9135742,269.4453,484.10046,0.9819336,261.46582,497.32422,0.9003906,273.2539,511.32812,0.9658203,258.69727,527.4414,0.9355469,291.80933,489.65625,0.9638672,323.41406,543.55273,1,390.6172,547.86914,0.9628906,517.54297,598.3789,0.85058594,0.47009993,0.36585924,0.29763803,0.30985433,0.29503837,0.2971367,0.2300957,0.22701052,0.26757702,0.36480543,3.1251152,0.3125115,0.22701052,0.47009993,0.32458663,0.64917326,0.3511572,1.755786,0.35886237,2.1531742,3.4454982,24.118486,3.4454982,24.118486,9.385742,0.9385742,0,0,0,0,0,0.001,0,0,0,0.0145,0,0.019,0,0.099,0,0,0,0.9725,1,0.01,0,0.0005,0
"7",246.25977,445.84473,0.91796875,247.71484,488.42188,0.8803711,270.63672,474.47363,0.87402344,260.81787,486.08398,0.9736328,272.74414,503.5,1,256.55273,516.50146,0.87597656,292.39087,482.08203,1,318.39062,537.7461,0.9526367,381.6543,549.23926,0.98339844,507.9476,600.39453,0.75439453,0.41938576,0.4111967,0.32334247,0.37529647,0.2614902,0.37160513,0.25321704,0.25593403,0.30223358,0.32682618,3.3005276,0.33005276,0.25321704,0.41938576,0.32128215,0.6425643,0.33947864,1.6973932,0.3476398,2.0858388,0.3547467,2.483227,3.0560675,24.44854,9.212402,0.9212402,0,0,0,0,0,0.0015,0,0,0,0.041,0,0.024,0,0.084,0,0,0,0.8525,1,0.039,0,0.007,0
"8",246.7832,432.71484,0.8720703,247.11133,474.6211,0.86376953,270.58008,461.07227,0.82177734,259.45264,472.79102,0.9326172,270.46875,491.5,0.9975586,254.45898,501.62598,0.94433594,291.10742,472.45703,0.8725586,310.63086,535.28516,0.93359375,369.49805,549.02637,0.96972656,498.958,599.8613,0.82128906,0.4380104,0.4604657,0.44671625,0.44542974,0.40712735,0.50073713,0.32367313,0.271355,0.40527046,0.30017975,3.998965,0.3998965,0.271355,0.50073713,0.36497462,0.72994924,0.3498441,1.7492206,0.34954828,2.0972896,0.35510504,2.4857352,2.7609375,24.848436,9.029297,0.90292966,0,0,0,0,0,0,0,0,0,0.0095,0,0.03,0,0.098,0,0,0,0.9765,1,0.02,0,0,0
"9",251.27051,417.89258,0.88134766,246.42383,458.88672,0.94140625,269.49805,447.01953,0.7792969,258.25488,458.51465,0.9404297,266.0254,476.65234,0.9111328,249.52734,483.91766,0.9243164,289.58398,461.9707,0.8095703,302.8164,536.98047,0.8691406,360.5,549.66406,0.93603516,487.03516,605.5996,0.7055664,0.51622075,0.5249796,0.469811,0.4775508,0.51660895,0.61274016,0.35321373,0.26654115,0.3006872,0.44106215,4.4794154,0.44794154,0.26654115,0.61274016,0.42391902,0.84783804,0.3654128,1.827064,0.36619368,2.1971622,0.36360446,2.545231,2.5296378,25.296377,8.698242,0.86982423,0,0,1,0,0,0,0,0,0,0.0355,0,0.0355,0,0.091,0,0,0,0.9855,1,0.007,0,0,0
"10",258.2412,399.80078,0.9213867,246.77539,438.93164,1,271.25195,432.04297,0.8305664,258.71582,440.8379,0.9707031,262.2422,459.25098,0.99902344,245.45215,461.6416,0.89404297,289.70117,455.67188,0.8833008,295.26562,530.91406,0.8701172,350.3711,547.62744,0.85595703,472.64844,607.0508,0.6767578,0.6462746,0.6652725,0.5026304,0.5894255,0.5935956,0.75485843,0.20999727,0.3228615,0.34438765,0.48199075,5.1112943,0.51112944,0.20999727,0.75485843,0.4795355,0.959071,0.40030634,2.0015318,0.38969892,2.3381934,0.3868988,2.7082915,2.346137,25.807507,8.901855,0.89018553,0,0,1,0,0,0.0055,0,0,0,0.0545,0,0.0105,0,0.071,0,0,0,0.9805,1,0.02,0,0.0085,0
"11",261.76953,380.2556,0.9770508,249.35938,414.04883,0.9916992,272.79688,412.04276,0.9086914,260.73535,419.58154,1,261.37793,439.0547,1,244.04227,439.20898,0.9111328,289.19922,434.6953,0.90185547,289.78125,516.96533,0.96191406,343.23633,541.6045,0.86816406,462.3828,602.9287,0.87597656,0.66203606,0.8338874,0.6686598,0.7117356,0.6738258,0.7492293,0.6994189,0.49960592,0.31123552,0.3687434,6.178378,0.6178378,0.31123552,0.8338874,0.56448364,1.1289673,0.4613716,2.306858,0.43656158,2.6193695,0.42229018,2.9560313,2.2021122,26.425344,9.396484,0.93964845,0,0,0,0,0,0,0,0,0,0.0835,0,0.103,0,0.221,0,0,0,0.964,1,0.0005,0,0.0005,0
"12",264.77148,357.95508,1,251.42627,391.6582,1,275.18408,393.27734,0.91845703,262.17188,398.82422,1,261.96973,418.875,1,244.01094,414.8047,0.97998047,287.81445,416.48828,0.9272461,282.64746,493.26562,0.6538086,333.71582,533.85156,0.96777344,454.73828,595.395,0.8964844,0.7500561,0.74952734,0.6305548,0.6935657,0.67294544,0.8134772,0.60865384,0.825003,0.40926492,0.35776368,6.5108128,0.65108126,0.35776368,0.825003,0.6344595,1.268919,0.5255773,2.6278865,0.4929899,2.9579394,0.46720725,3.2704508,2.082802,27.076426,9.34375,0.934375,0,0,1,0,0,0,0,0,0,0.063,0,0.075,0,0.0975,0,0,0,0.973,1,0,0,0,0
"13",265.62695,340.69043,0.9897461,252.75732,372.40405,1,275.10498,372.9668,0.96240234,263.37305,378.1582,0.98046875,263.70117,397.16797,1,246.03516,393.92773,0.9614258,287.88477,393.3711,0.8540039,277.4668,465.86133,0.9135742,322.1211,519.22656,1,451.06787,573.38965,0.9897461,0.57619435,0.64333683,0.67702335,0.6900298,0.7258658,0.6991619,0.7705765,0.9296563,0.62211853,0.74364585,7.077609,0.70776093,0.57619435,0.9296563,0.67942107,1.3588421,0.5871502,2.935751,0.5559412,3.3356476,0.52367145,3.6657002,1.9845848,27.784187,9.651367,0.9651367,0,0,0,0,0,0,0,0,0,0.1075,0,0.1345,0,0.0815,0,0,0,0.936,1,0,0,0,0
"14",264.89844,324.41626,0.9863281,253.70215,356.3606,1,275.63574,356.7124,0.97314453,263.9961,361.8711,0.9794922,264.3203,380.20752,1,247.22656,377.13086,0.94677734,286.67188,376.09766,0.7885742,274.48047,443.21094,0.80078125,314.75684,499.1626,0.8676758,438.2754,562.37695,0.9555664,0.5430156,0.5357085,0.5421019,0.54330075,0.5657249,0.5613025,0.5771989,0.76154697,0.7124254,0.5626594,5.9049845,0.59049845,0.5357085,0.76154697,0.6491297,1.2982594,0.61566156,3.0783079,0.58770823,3.5262494,0.560878,3.926146,1.8916457,28.374685,9.29834,0.929834,0,0,0,0,0,0,0,0,0,0.005,0,0.296,0,0.0995,0,0,0,0.6305,1,0,0,0,0
"15",266.9297,304.21094,0.9458008,254.35547,335.96094,0.96484375,276.5869,336.25977,0.9223633,264.35547,341.8789,1,263.89062,360.90625,0.9980469,247.66797,357.26367,0.9902344,287.55078,357.90723,0.7890625,274.98535,427.46484,0.83984375,308.86328,477.69922,0.95703125,408.4629,559.8789,0.84228516,0.6769056,0.6803372,0.6824914,0.66651386,0.643535,0.662403,0.60705495,0.5251396,0.7419274,0.9972325,6.883541,0.68835413,0.5251396,0.9972325,0.6394263,1.2788526,0.65110654,3.2555325,0.627777,3.7666621,0.60208625,4.2146034,0.47318178,7.097727,9.249512,0.9249512,0,0,0,0,0,0,0,0,0,0.0475,0,0.1675,0,0.023,0,0,0,0.473,0,0,0,0,0
"16",266.51367,284.1222,1,251.96497,315.63623,0.9682617,274.79688,316.64307,0.9321289,263.5078,323.1953,1,262.82617,341.9209,1,245.96777,339.39502,1,288.125,338.01953,0.80859375,274.61523,410.44336,0.6098633,305.92188,463.24805,0.9658203,379.19775,552.3242,0.86621094,0.6697684,0.68216014,0.65660673,0.6234271,0.63383895,0.59831184,0.6631994,0.5675169,0.49158275,1.007484,6.593896,0.6593896,0.49158275,1.007484,0.6738719,1.3477437,0.65941685,3.2970843,0.65248704,3.9149222,0.6322931,4.4260516,0.49064857,7.3597283,9.150879,0.9150879,0,0,1,0,0,0,0,0,0,0.0545,0,0.238,0,0.0115,0,0,0,0.8295,1,0,0,0,0
"17",261.48828,261.22852,1,247.8125,297.6328,0.9404297,271.26172,296.95898,0.85498047,259.10352,304.09375,0.9638672,260.7666,324.7129,1,242.74023,323.11963,0.9638672,288.58398,320.49805,0.87402344,267.9609,362.84082,0.6152344,297.82617,447.92188,0.97509766,357.52344,551.3203,0.8339844,0.78129166,0.61586976,0.66663367,0.6534248,0.57769406,0.55307764,0.5842498,1.6021798,0.57776576,0.72325176,7.3354387,0.7335439,0.55307764,1.6021798,0.69646674,1.3929335,0.6759094,3.379547,0.6717714,4.030628,0.66406655,4.648466,0.5136551,7.704827,9.021484,0.9021484,0,0,1,0,0,0,0,0,0,0.0445,0,0.1335,0,0.0435,0,0,0,0.979,1,0.003,0,0.0005,0
"18",260.59082,238.0957,0.99365234,246.53711,275.24805,1,270.27344,274.37207,0.8989258,257.51758,280.6328,0.9550781,257.2461,302.43945,1,240.22461,299.7068,0.8588867,285.53125,300.1051,0.9589844,260.9829,340.80713,0.6933594,286.6504,433.83008,0.98535156,343.4961,550.61914,0.81103516,0.77167386,0.747369,0.75361747,0.78381604,0.7516648,0.78492004,0.68733895,0.7704083,0.5995153,0.4681619,7.118486,0.7118486,0.4681619,0.78492004,0.72269624,1.4453925,0.67672694,3.3836346,0.68189925,4.0913954,0.6774967,4.742477,0.53790706,8.068606,9.155273,0.91552734,0,0,1,0,0,0,0,0,0,0.2425,0,0.3035,0,0.019,0,0,0,0.979,1,0,0,0.0005,0
"19",264.6836,214.63281,1,246.81055,251.2749,0.91259766,270.73242,252.2102,0.8823242,257.73438,257.8457,0.9394531,256.4453,280.58203,1,240.48438,277.33594,0.80078125,285.792,276.9536,0.93652344,256.4414,319.93164,0.55859375,282.28418,419.46436,1,333.04004,542.28125,1,0.79390603,0.79915684,0.73888725,0.7596047,0.72906953,0.7457453,0.7717653,0.7121261,0.5004862,0.44578207,6.9965296,0.69965297,0.44578207,0.79915684,0.7057508,1.4115016,0.69855785,3.4927893,0.68054795,4.0832877,0.6844355,4.7910485,0.5598774,8.398161,9.030273,0.90302736,0,0,1,0,0,0.001,0,0,0,0.1935,0,0.1075,0,0.0675,0,0,0,0.974,1,0,0,0,0
"20",266.85938,194.95996,1,250.16602,228.61133,0.95458984,273.66016,229.83594,0.9404297,260.8838,235.37451,1,260.46216,256.26953,1,243.60205,251.74658,0.9116211,287.72852,257.43164,0.9199219,255.76172,333.042,0.6274414,276.12207,402.5078,1,321.99023,526.52734,0.94873047,0.6597602,0.7636875,0.75216687,0.75636065,0.8214031,0.85928595,0.6539262,0.43759862,0.6013835,0.64142525,6.9469976,0.69469976,0.43759862,0.85928595,0.69717634,1.3943527,0.69982696,3.4991348,0.69791484,4.187489,0.6825696,4.7779875,0.5837466,8.756199,9.302734,0.9302734,0,0,1,0,0,0,0,0,0,0.2535,0,0.2125,0,0.136,0,0,0,0.946,1,0,0,0,0
"21",271.1328,177.81445,0.9394531,251.82788,213.6377,1,275.80103,215.90625,0.921875,262.99414,220.2157,1,261.82324,239.44336,1,244.9209,233.54297,0.99121094,287.36328,240.08594,0.9194336,255.19922,311.14258,0.6459961,272.4375,382.57422,0.90185547,313.29102,512.5703,0.95751953,0.5890017,0.50218576,0.46977478,0.5101669,0.5627044,0.6083775,0.5783183,0.7302212,0.67570883,0.5482043,5.7746634,0.57746637,0.46977478,0.7302212,0.63608307,1.2721661,0.6834423,3.4172115,0.6794335,4.076601,0.68070793,4.7649555,0.60141027,9.021154,9.277344,0.9277344,0,0,1,0,0,0,0,0,0,0.005,0,0.194,0,0.1505,0,0,0,0.9375,1,0.0005,0,0,0
"22",271.5586,162.03418,0.9423828,253.27734,199.48047,0.9951172,276.42944,200.6211,0.91308594,262.98047,205.19629,1,263.00586,222.61523,1,246.3125,216.10742,0.98339844,285.4834,221.78906,0.90185547,253.74219,288.9121,0.85498047,270.35352,360.83008,0.8515625,302.36523,494.4043,0.98095703,0.52620053,0.47437444,0.5099356,0.5006472,0.56232095,0.58303314,0.6131065,0.7426055,0.72812593,0.706617,5.9469666,0.59469664,0.47437444,0.7426055,0.5860815,1.172163,0.65567285,3.2783644,0.66865134,4.011908,0.66732824,4.671298,0.6190532,9.285798,9.42334,0.942334,0,0,0,0,0,0,0,0,0,0.0005,0,0.297,0,0.0565,0,0,0,0.731,1,0,0,0,0
"23",274.33105,154.28125,0.8691406,250.8916,187.86365,0.8925781,275.47412,192.93164,0.8852539,263,194.76172,1,260.1164,211.14453,1,244.0907,204.7915,0.9770508,281.17773,210.48145,0.8984375,251.81519,269.14453,0.9589844,270.43945,337.96484,0.92822266,285.9746,478.6328,0.99658203,0.27445796,0.39530903,0.25828564,0.34781963,0.39430112,0.3843991,0.40332085,0.6620427,0.7621799,0.75820863,4.6403246,0.46403247,0.25828564,0.7621799,0.5293646,1.0587292,0.6061096,3.030548,0.6237328,3.7423968,0.6394201,4.4759407,0.6233289,9.349934,9.40625,0.940625,0,0,0,0,0,0.0015,0,0,0,0.0025,0,0.135,0,0.109,0,0,0,0.6925,1,0.015,0,0.001,0
"24",271.89844,148.7622,0.88964844,248.06836,184.6836,0.8647461,275.88678,186.47168,0.9267578,261.47656,189.12305,0.9892578,259.2295,203.87085,1,242.59277,198.45508,0.90234375,282.6006,201.71289,0.8198242,255.16406,258.9961,0.8510742,272.38672,318.89844,0.87402344,274.40723,461.26758,1,0.20104577,0.14174876,0.21577093,0.19469486,0.24425177,0.21703576,0.2961082,0.35622364,0.6388529,0.695506,3.2012386,0.32012385,0.14174876,0.695506,0.39207816,0.7841563,0.5302038,2.651019,0.55844533,3.350672,0.5803601,4.0625205,0.6148077,9.222116,9.117676,0.9117676,0,0,0,0,0,0.001,0,0,0,0.012,0,0.069,0,0.2085,0,0.0005,0,0.884,1,0.0125,0,0.0035,0
"25",269.98535,142.11133,0.6489258,245.88965,179.27881,0.93359375,274.5791,184.0625,0.94628906,258.62305,185.9961,0.92822266,256.76758,199.96875,0.9194336,238.2539,194.81348,0.8330078,285.61133,198.23438,0.7944336,262.75586,252.9043,0.7949219,271.92188,304.04297,0.9189453,261.95996,427.68042,0.9550781,0.23068519,0.19424635,0.09137329,0.14110826,0.15379424,0.18881804,0.15335013,0.32445747,0.49542466,1.193981,3.1672385,0.31672385,0.09137329,1.193981,0.31842387,0.63684773,0.45460865,2.2730432,0.49462384,2.967743,0.5239137,3.6673958,0.60184735,9.027711,8.672852,0.86728513,0,0,1,0.002,0,0.0015,0,0,0,0.0375,0,0.028,0,0.1925,0,0,0,0.936,1,0.0255,0,0.011,0
"26",270.0039,135.1914,0.64697266,243.06348,174.16016,0.9042969,273.15234,178.27051,0.8979492,256.125,179.75671,0.9980469,254.55469,195.32324,0.92822266,238.38086,190.00781,0.7470703,282.48828,194.14062,0.7939453,263.42578,246.61719,0.5708008,275.72144,290.2871,1,261.5498,417.4043,0.9169922,0.2306649,0.19490126,0.19883776,0.22402902,0.17152138,0.16024469,0.17163338,0.21075669,0.47569868,0.34281015,2.3810978,0.23810978,0.16024469,0.47569868,0.27741683,0.55483365,0.38673732,1.9336866,0.4185255,2.511153,0.45797896,3.2058527,0.5765322,8.647983,8.404297,0.84042966,0,0,3,0.002,0,0.0295,0,0,0,0.014,0,0.038,0,0.2305,0,0,0,0.9405,1,0.04,0,0.0005,0
"27",270.46094,130.66406,0.734375,243.08545,166.74023,0.9609375,271.54297,171.86084,0.89990234,255.51367,172.93945,0.8930664,253.6289,189.54199,1,237.64453,185.11914,0.8666992,284.04477,191.1914,0.75097656,252.52734,226.36328,0.63623047,276.41528,282.16895,0.99121094,261.8291,406.16406,0.7998047,0.15167846,0.24733181,0.22028752,0.22815387,0.19516353,0.16479377,0.111158274,0.76666427,0.27159205,0.37479013,2.7316136,0.27316135,0.111158274,0.76666427,0.25563556,0.5112711,0.32243025,1.6121513,0.36780798,2.206848,0.3977592,2.7843144,0.55133754,8.270062,8.533203,0.8533203,0,0,2,0,0,0.028,0,0,0,0.0095,0,0.0205,0,0.2315,0,0,0,0.9105,1,0.0255,0,0.0125,0
"28",271.3379,122.28125,0.7910156,243.69604,156.82715,1,270.56836,163.80042,0.8154297,255.51562,164.13269,0.96191406,252.36865,182.90234,0.9375,237.61719,176.31445,0.8046875,283.00488,184,0.89160156,248.16797,216.3164,0.50439453,275.05713,280.125,0.9897461,257.9746,409.77734,0.8515625,0.28095195,0.3310624,0.27063778,0.29355875,0.2252731,0.293491,0.24220672,0.36506292,0.08180121,0.1761089,2.5601547,0.25601548,0.08180121,0.36506292,0.26458842,0.52917683,0.28082687,1.4041343,0.31136113,1.8681668,0.35183764,2.4628634,0.52122116,7.8183174,8.547852,0.85478514,0,0,1,0,0,0.018,0,0,0,0.087,0,0.0045,0,0.1365,0,0,0,0.9145,1,0.0155,0,0.029,0
"29",273.54102,115.24658,0.85498047,245.45801,145.125,0.9614258,271.6543,151.92773,0.81689453,256.14648,153.52344,0.8676758,253.81445,173.6709,0.9433594,237.79199,166.91406,0.77197266,283.07324,173.8789,0.68847656,246.39844,211.41504,0.7089844,273.1953,276.9463,1,255.83203,412.5835,0.90625,0.24571961,0.3944684,0.39740798,0.35426646,0.31146592,0.31340054,0.3373775,0.17370038,0.12279415,0.117686644,2.7682877,0.27682877,0.117686644,0.39740798,0.26642212,0.53284425,0.27216786,1.3608392,0.28016052,1.680963,0.30642793,2.1449955,0.5003098,7.5046477,8.52002,0.85200197,0,0,2,0,0,0.079,0,0,0,0.222,0,0.0205,0,0.1335,0,0,0,0.7495,1,0.075,0,0.027,0
"30",274.3037,111.646484,0.86816406,246.92578,139.76562,0.9511719,272.1543,148.67188,0.8432617,257.70312,149.6084,1,253.18848,170.42285,0.8520508,238.45508,162.2041,0.80566406,285.54004,171.85767,0.6958008,245.76562,209.89844,0.60839844,271.05078,274.2246,1,259.5747,412.6548,0.9760742,0.1226667,0.18522435,0.109800935,0.14043845,0.110260576,0.15854692,0.106304064,0.05477765,0.11550159,0.12477849,1.2282997,0.12282997,0.05477765,0.18522435,0.19982937,0.39965874,0.23338906,1.1669453,0.2472782,1.4836692,0.2576847,1.8037931,0.46260822,6.939123,8.600586,0.8600586,0,0,2,0.0005,0,0.0105,0,0,0,0.1595,0,0.005,0,0.2185,0,0,0,0.8795,1,0.765,1,0.0175,0
"31",279.45117,103.63281,0.90966797,248.28516,136.27734,0.93408203,274.34668,144.78125,0.8222656,259.27246,145.5293,1,254.17578,166.91797,0.9609375,238.94922,158.02539,0.9042969,285.74023,171.45947,0.8310547,245.95312,209.5625,0.58154297,270.04492,274.01953,1,264.7871,413.0879,0.92529297,0.3174819,0.12479319,0.1488605,0.14568567,0.121376246,0.14026088,0.014856203,0.012824033,0.03421842,0.1743455,1.2347026,0.12347026,0.012824033,0.3174819,0.12315012,0.24630024,0.21046117,1.0523058,0.21506926,1.2904156,0.22959135,1.6071395,0.42688027,6.403204,8.869141,0.8869141,0,0,1,0.003,0,0.027,0,0,0,0.1005,0,0.0175,0,0.4615,0,0.0005,0,0.8125,1,0.812,1,0.0135,0
"32",284.89795,96.875,1,252.52148,125.86621,0.87158203,278.28125,136.82422,0.85791016,262.22656,137.34766,0.859375,255.48828,158.67578,0.8588867,242.13281,150.01758,0.8623047,285.27246,164.95264,0.84765625,245.53906,202.29395,0.56884766,271.4004,268.1183,1,268.11462,412.88916,0.9975586,0.28931993,0.37466753,0.29588884,0.28995392,0.2782012,0.2872481,0.21745427,0.24267796,0.20183048,0.111114785,2.588357,0.2588357,0.111114785,0.37466753,0.19115299,0.38230598,0.20759603,1.0379802,0.21852359,1.3111415,0.22132161,1.5492513,0.39523306,5.928496,8.724121,0.8724121,0,0,1,0.004,0,0.049,0,0,0,0.0275,0,0.0045,0,0.1115,0,0,0,0.81,1,0.76,1,0.017,0
"33",289.83594,97.65625,1,255.5,122.10742,1,280.95898,135.15039,0.8227539,264.4453,134.03125,0.921875,257.85156,156.99463,0.89501953,242.66016,146.03125,0.88720703,287.60938,163.42188,0.8261719,247.38672,199.13086,0.5991211,271.18164,267.18652,1,270.8457,413.7578,0.99365234,0.16664693,0.15986124,0.10526138,0.13300544,0.09667455,0.13403526,0.09312118,0.12210627,0.03190321,0.09552981,1.1381453,0.11381453,0.03190321,0.16664693,0.18632512,0.37265024,0.17915584,0.89577925,0.19196579,1.1517947,0.20356515,1.4249561,0.3553641,5.330462,8.945801,0.89458007,0,0,1,0.0055,0,0.003,0,0,0,0.021,0,0.025,0,0.2505,0,0.008,0,0.7825,1,0.819,1,0.0185,0
"34",296.7578,100.56543,1,259.36572,117.84473,0.99365234,283.6233,134.73633,0.80322266,266.03418,133.22168,0.9291992,259.88977,155.26172,0.8520508,245.95312,142.00586,0.9453125,289.03906,161.36328,0.8520508,247.55469,195.58984,0.6875,271.54492,266.70508,0.9628906,270.45508,412.7876,0.96875,0.25027913,0.19181699,0.08987632,0.059440944,0.08917691,0.17335708,0.08354516,0.11816657,0.020104252,0.0348633,1.1106267,0.11106267,0.020104252,0.25027913,0.112438604,0.22487721,0.14600262,0.73001313,0.16780698,1.0068419,0.1804082,1.2628574,0.31612477,4.7418714,8.994629,0.8994629,0,0,1,0.0045,0,0.0005,0,0,0,0.053,0,0.0535,0,0.1405,0,0.0015,0,0.849,1,0.8015,1,0.0125,0
