scorer,DLC_Resnet50_TestBehaviourDec29shuffle1_snapshot_best-140,DLC_Resnet50_TestBehaviourDec29shuffle1_snapshot_best-140.1,DLC_Resnet50_TestBehaviourDec29shuffle1_snapshot_best-140.2,DLC_Resnet50_TestBehaviourDec29shuffle1_snapshot_best-140.3,DLC_Resnet50_TestBehaviourDec29shuffle1_snapshot_best-140.4,DLC_Resnet50_TestBehaviourDec29shuffle1_snapshot_best-140.5,DLC_Resnet50_TestBehaviourDec29shuffle1_snapshot_best-140.6,DLC_Resnet50_TestBehaviourDec29shuffle1_snapshot_best-140.7,DLC_Resnet50_TestBehaviourDec29shuffle1_snapshot_best-140.8,DLC_Resnet50_TestBehaviourDec29shuffle1_snapshot_best-140.9,DLC_Resnet50_TestBehaviourDec29shuffle1_snapshot_best-140.10,DLC_Resnet50_TestBehaviourDec29shuffle1_snapshot_best-140.11,DLC_Resnet50_TestBehaviourDec29shuffle1_snapshot_best-140.12,DLC_Resnet50_TestBehaviourDec29shuffle1_snapshot_best-140.13,DLC_Resnet50_TestBehaviourDec29shuffle1_snapshot_best-140.14,DLC_Resnet50_TestBehaviourDec29shuffle1_snapshot_best-140.15,DLC_Resnet50_TestBehaviourDec29shuffle1_snapshot_best-140.16,DLC_Resnet50_TestBehaviourDec29shuffle1_snapshot_best-140.17,DLC_Resnet50_TestBehaviourDec29shuffle1_snapshot_best-140.18,DLC_Resnet50_TestBehaviourDec29shuffle1_snapshot_best-140.19,DLC_Resnet50_TestBehaviourDec29shuffle1_snapshot_best-140.20,DLC_Resnet50_TestBehaviourDec29shuffle1_snapshot_best-140.21,DLC_Resnet50_TestBehaviourDec29shuffle1_snapshot_best-140.22,DLC_Resnet50_TestBehaviourDec29shuffle1_snapshot_best-140.23,DLC_Resnet50_TestBehaviourDec29shuffle1_snapshot_best-140.24,DLC_Resnet50_TestBehaviourDec29shuffle1_snapshot_best-140.25,DLC_Resnet50_TestBehaviourDec29shuffle1_snapshot_best-140.26,DLC_Resnet50_TestBehaviourDec29shuffle1_snapshot_best-140.27,DLC_Resnet50_TestBehaviourDec29shuffle1_snapshot_best-140.28,DLC_Resnet50_TestBehaviourDec29shuffle1_snapshot_best-140.29
bodyparts,nose,nose,nose,leftEar,leftEar,leftEar,rightEar,rightEar,rightEar,neck,neck,neck,spineUpper,spineUpper,spineUpper,leftShoulder,leftShoulder,leftShoulder,rightShoulder,rightShoulder,rightShoulder,spineMid,spineMid,spineMid,spineLower,spineLower,spineLower,tailBase,tailBase,tailBase
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
382,444.08734,246.7096,0.8294543,407.12082,222.96004,1.0,376.99942,244.08878,0.8621574,383.6353,222.7332,0.7998681,378.17035,194.86447,0.6836976,415.6573,168.38148,0.5921977,359.54092,175.5735,0.5954977,402.26666,105.35328,0.7194207,502.37497,102.22152,0.9831723,363.64377,795.0472,0.88080686
383,443.19232,249.38213,0.8228855,408.9855,226.63718,1.0,379.5868,246.90128,0.9137187,384.93216,223.30107,0.8659735,378.94788,194.12297,0.6576406,416.75128,178.316,0.6835111,358.85968,179.15549,0.627742,397.14554,104.45298,0.7658397,498.96695,101.22267,0.91016793,364.13312,797.2696,0.5868205
384,443.79742,245.65465,0.6222169,409.47958,227.3846,1.0,378.22375,248.90988,0.8913488,385.14706,224.87111,0.8252593,377.18884,150.73346,0.56824666,400.43335,143.60408,0.57530713,360.29205,183.62769,0.6059964,437.76913,79.29435,0.62599283,493.39713,98.626854,0.8717706,713.47394,151.16228,0.79893893
385,441.1412,244.08446,0.51781505,408.80078,228.68622,1.0,380.07693,248.53702,0.92117125,385.229,225.64275,0.8521492,373.5416,190.31152,0.5361823,408.8242,175.93245,0.58777374,358.70163,182.98796,0.6186311,426.67322,74.65725,0.68960875,486.80573,99.82932,0.8736434,709.06555,141.89935,0.91607857
386,441.13013,246.2796,0.5761607,410.08157,229.29088,1.0,380.09232,250.02704,0.924354,386.56973,225.44382,0.82239854,376.22977,191.55566,0.5562644,411.885,177.05136,0.6469696,359.91754,183.73059,0.6332392,422.73474,73.91167,0.6726754,483.56967,103.64476,0.8771696,708.81665,138.03969,0.89279526
387,441.00458,247.51443,0.5905486,407.5156,228.60132,1.0,380.57602,249.47406,0.8076359,383.64383,225.35771,0.75135106,374.59158,190.67953,0.5647311,410.2599,176.06796,0.62071484,359.33682,184.38608,0.6629627,426.76065,73.59667,0.6499583,482.44046,104.73836,0.8627484,708.3827,140.0796,0.88640803
388,441.61115,247.14667,0.5676133,407.66144,230.74948,1.0,378.8389,250.52783,0.74468535,384.33948,225.7481,0.7223506,373.96362,193.08559,0.58460504,410.66913,176.14174,0.6495972,357.8185,185.3031,0.7035773,428.66565,76.94878,0.73051536,480.4222,102.937614,0.88510346,708.85315,140.62154,0.859108
389,435.68988,252.3103,0.60349435,408.94455,232.39468,0.9639801,393.17377,250.55254,0.5826411,392.93857,234.10065,0.6305911,373.35028,207.81549,0.629446,410.5358,179.58275,0.7923044,358.10416,187.54114,0.74318415,430.56137,80.28366,0.70750326,480.20724,101.244675,0.9172906,707.8554,141.86223,0.9134139
390,441.25134,253.73718,0.48478428,412.86783,235.79688,0.71916264,392.12228,257.2191,0.68698657,388.33063,233.09705,0.5597693,373.92596,207.16486,0.59053874,410.68967,184.43535,0.71977514,357.85236,191.66653,0.7379103,429.21204,80.635796,0.7530053,479.86487,100.64726,0.92447627,707.551,142.91684,0.88448304
391,439.8077,253.64731,0.5333244,411.72842,237.38945,0.72924906,392.02502,258.83337,0.77276635,395.19955,239.92752,0.69714665,375.4493,219.25095,0.58702976,408.79062,179.82082,0.61550933,357.029,192.26569,0.7124422,429.31238,80.76458,0.68407923,479.74677,100.14059,0.91197026,707.78406,142.7144,0.87983865
392,449.19144,252.17767,0.5243434,413.40964,235.87202,0.7816007,395.13632,258.95166,0.66569954,397.16718,237.8231,0.58287567,371.48328,193.83888,0.552307,411.30066,183.75247,0.73151594,356.37198,192.35272,0.81398433,428.76096,80.72171,0.7258159,479.47217,99.96026,0.903095,705.8326,145.87624,0.78681177
393,436.61722,251.50912,0.59851557,415.2174,235.95422,0.82584125,397.30142,261.5081,0.7087822,398.85675,239.05252,0.6345726,372.54858,193.68513,0.55930555,409.66098,183.4927,0.7212474,355.47906,191.90608,0.8089865,428.53558,80.55484,0.7430654,479.47183,99.996605,0.9096756,705.4973,146.06143,0.8005946
394,439.65286,251.25102,0.5222807,416.30344,238.28107,0.7754972,399.30124,260.62283,0.5954774,399.36172,240.13382,0.6255307,370.3632,192.80002,0.6335704,405.59488,184.36934,0.6146731,354.63705,191.07396,0.8479044,428.2539,80.55,0.7505679,479.4808,99.500015,0.9039582,705.3715,145.98618,0.8125483
395,366.9955,242.18073,0.48432258,416.40695,240.44649,0.79034066,398.78442,262.48013,0.60910404,400.2051,241.36551,0.5929707,367.78986,191.69357,0.5147727,406.5213,187.85239,0.66967875,352.76532,194.48941,0.7995987,426.56723,80.00366,0.76692384,479.87622,99.18309,0.9149894,705.20184,146.04802,0.8160452
396,363.71844,243.28496,0.56363446,417.51758,242.44441,0.92605925,398.67374,262.7606,0.5082669,407.87677,248.37422,0.590433,371.4596,193.39093,0.54584014,406.06726,189.55305,0.77991116,353.104,195.98967,0.80764174,424.61078,80.021164,0.7482699,479.83545,98.39989,0.91806483,705.085,145.93982,0.8335759
397,364.23386,245.19121,0.53670925,418.24072,243.57326,1.0,406.07626,262.2544,0.3698369,409.89255,248.55095,0.5309444,370.0617,199.62712,0.5680832,399.0278,158.04842,0.55300665,354.61423,199.26341,0.74164164,426.14383,83.229744,0.8097956,479.0504,98.31252,0.9174629,703.72437,146.12297,0.84448856
398,459.17218,248.2972,0.62665194,418.93414,245.80452,0.96901083,358.626,225.41788,0.38683495,404.27432,243.88922,0.47666472,369.2622,199.96843,0.6836403,398.25302,158.95157,0.47123972,354.10892,202.13406,0.8397251,427.9932,85.71593,0.638725,478.33112,99.38507,0.9629096,704.8821,149.12727,0.8544437
399,464.03348,244.94235,0.62223846,419.71255,247.56337,1.0,358.81165,228.35744,0.48862147,405.04108,245.99382,0.5095871,367.8997,202.80261,0.73853505,398.75208,160.20035,0.5266271,353.28067,203.93517,0.91767615,387.45184,113.78299,0.62724274,478.11563,100.003845,0.98380476,364.55652,793.525,0.9114848
400,463.35596,242.82095,0.59513086,422.98285,248.1709,0.8527151,362.93692,232.04724,0.5069017,376.91797,226.14616,0.52994823,369.24786,204.77713,0.7205732,400.5854,194.90222,0.47571772,354.63077,206.03194,0.9288923,431.926,90.17739,0.6158977,478.1608,100.43802,1.0,364.26166,794.6456,0.94617635
401,465.64667,247.16042,0.5801897,425.16418,247.74265,0.7315879,416.6091,269.3681,0.5335943,377.553,228.01303,0.53238404,371.94855,206.28668,0.680346,401.78073,197.67392,0.56105363,353.30765,210.25201,0.92600405,430.48547,90.16161,0.63135004,478.0895,100.85921,1.0,364.94785,794.34955,0.92707664
402,463.79556,245.31201,0.54521745,426.31195,248.15279,0.66510075,364.91022,233.57915,0.5098459,377.77414,227.71432,0.56602937,372.28912,205.81886,0.66541576,401.97763,195.19908,0.5674671,355.5599,208.41086,0.9284081,428.20547,88.78001,0.6062361,476.69925,100.80005,1.0,364.8357,795.0721,0.9613465
403,371.24442,251.8301,0.39949104,428.85327,248.47333,0.69952345,365.76315,232.47269,0.5619567,379.3988,227.30457,0.57911104,373.70456,205.49791,0.68575543,403.8223,195.3282,0.6013479,357.78775,208.10289,0.963807,427.78754,89.28019,0.6769908,476.74863,100.549484,1.0,364.7658,795.74274,0.9427527
404,371.98175,252.52202,0.4012233,430.5157,249.01135,0.63179356,366.59018,234.27153,0.63414043,381.1087,227.14412,0.5834094,374.325,205.98909,0.6278253,403.87076,196.15991,0.5937129,356.31845,210.36334,0.98751855,427.21063,90.12566,0.73807603,476.46658,101.12257,1.0,365.22214,795.6081,0.9390031
405,378.441,250.40982,0.2989877,431.86136,248.23749,0.81316835,364.3753,237.97334,0.6219909,426.0864,258.31302,0.5477519,377.22314,214.81549,0.63322157,403.6432,197.71645,0.5540034,358.12946,213.93146,0.9353945,385.62357,120.89993,0.5073323,476.2182,101.50141,1.0,365.3823,795.23663,0.9218035
406,469.09348,242.18402,0.29339248,436.80167,251.59248,0.8804817,368.47253,242.33028,0.51676565,379.79468,232.1125,0.54820234,377.0581,214.68573,0.72394806,402.3854,203.06323,0.6049364,358.7049,217.16776,0.847129,385.09314,124.37052,0.5419837,475.45053,101.298836,1.0,365.6093,795.1138,0.90086836
407,378.0964,222.3534,0.22765043,438.3154,250.79633,0.7414116,430.4746,273.02127,0.5540228,378.86594,234.84352,0.6187916,376.98508,216.85861,0.7558519,402.99863,203.63614,0.5829148,357.9204,220.22159,0.85623825,384.20624,127.39705,0.52897805,476.03372,100.84557,1.0,365.7829,794.6549,0.8806343
408,478.3018,246.07213,0.5855518,439.39862,250.7341,0.63876474,370.21924,245.92084,0.5991454,379.02484,233.80472,0.6311281,377.1905,216.11217,0.7444742,402.61942,203.00247,0.5558614,358.36148,220.25725,0.8248435,384.33133,127.12865,0.54401666,475.85953,100.72048,1.0,366.03568,795.8305,0.8986734
409,478.86792,246.97461,0.53943604,440.54538,250.53326,0.62896585,369.777,246.92093,0.64332354,380.03192,235.33957,0.68431723,379.52686,217.3031,0.7333484,402.9818,204.26248,0.5529062,359.17056,222.30684,0.828924,384.671,127.91506,0.5556147,475.19037,101.96503,1.0,365.86108,795.7669,0.90633774
410,480.95395,247.0992,0.64007294,442.64938,249.86197,0.6469841,372.89746,249.45354,0.66201293,382.77362,236.06084,0.6784037,379.42432,217.45346,0.7359306,405.3551,204.95837,0.66278017,359.93567,224.40498,0.7640895,384.8342,127.71468,0.59123635,474.674,101.05942,1.0,365.8129,795.90796,0.913764
411,481.89493,246.09128,0.6613477,444.932,250.19357,0.65668064,435.40134,274.8438,0.5301235,435.38727,263.80185,0.54863703,380.17792,224.17241,0.6703577,404.60327,205.20091,0.6838235,362.44406,227.83636,0.65515757,383.1267,132.06963,0.5822416,474.5799,102.17388,1.0,365.84857,795.74994,0.90284747
412,482.64322,246.97255,0.7213158,446.08374,251.48976,0.71421057,434.69244,275.3832,0.579343,431.08603,260.51727,0.58236843,381.21082,224.68855,0.68102777,406.51508,203.78546,0.7591886,362.3876,229.97935,0.6672359,382.67838,131.91261,0.620158,473.97025,102.586876,1.0,365.69165,795.47534,0.8918265
413,480.30963,246.8668,0.6241086,446.5395,251.50003,0.7076748,437.4333,276.0458,0.5434069,427.8747,258.05664,0.58263624,380.6331,224.58292,0.7334002,406.67474,205.91913,0.7583107,361.3661,229.63988,0.7599833,381.56934,132.5181,0.6236042,473.04507,102.97517,1.0,365.8113,796.006,0.89412963
414,480.19614,239.89052,0.4785716,445.98917,250.83794,0.7292337,380.38882,254.22887,0.48230806,423.81628,258.78772,0.592957,379.9961,223.2801,0.6947955,406.3876,205.7403,0.7870571,362.81558,229.3279,0.7200345,381.7904,133.44992,0.5551681,473.0252,103.21233,0.9863752,365.80753,795.8459,0.8879719
415,478.45093,236.9886,0.39604637,445.1995,251.36362,0.7646748,436.80356,276.12967,0.5148481,421.8225,255.79732,0.58129877,380.25372,223.49275,0.6933441,406.38348,205.4535,0.78122157,362.71844,229.85442,0.7320828,381.8487,133.66635,0.5546364,472.4986,103.52954,0.98013914,365.77716,795.85944,0.87839085
416,479.24942,238.46991,0.46821454,444.76743,251.14645,0.73609173,437.57318,276.88974,0.50296116,422.2939,255.60619,0.5937961,380.35962,223.93495,0.70314175,406.2272,206.0432,0.76134735,362.732,230.34848,0.7316384,382.10403,133.5245,0.53747094,472.50488,103.369606,0.97135687,365.90952,795.97015,0.88388413
417,478.2806,237.77126,0.39559573,443.741,251.00291,0.7643125,378.887,253.53195,0.5596198,422.79672,259.3402,0.5573554,377.86472,216.86026,0.6767224,405.98856,206.18439,0.7783249,362.47293,228.92192,0.7513452,381.86685,133.7331,0.53660434,472.80762,103.10085,0.98235255,366.282,796.55963,0.8892513
418,470.5728,241.07822,0.26959544,438.14923,253.99924,0.6888577,375.06482,251.53984,0.6176226,384.59778,238.22789,0.5686557,380.15918,223.65082,0.7060396,406.11176,206.07652,0.7765987,361.82227,227.66866,0.7290822,382.0623,134.04465,0.4997318,473.0076,102.81988,0.9966618,365.7928,796.6213,0.9329152
419,469.60013,242.59811,0.30923,437.48795,254.2742,0.6698427,374.44464,251.82413,0.67793274,384.7738,237.74881,0.60996264,380.3634,223.24425,0.6902683,404.73154,204.18605,0.7401906,361.29004,227.04349,0.7590828,382.45526,132.77324,0.5187631,473.17233,102.86525,1.0,365.7564,796.67395,0.9573387
420,469.87735,242.55362,0.31335005,437.95505,254.12482,0.6272285,373.72607,252.27672,0.6823795,384.6701,238.04538,0.63009226,380.41516,222.99327,0.6916851,405.95752,204.26114,0.7947499,360.43808,226.23462,0.76499736,423.7724,96.19096,0.53380907,473.04565,102.38695,1.0,365.32556,796.4375,0.9779905
421,468.30023,243.97173,0.31911308,436.73383,254.3975,0.59709704,373.61252,252.66353,0.702383,384.3827,237.92876,0.6735794,378.1742,215.85864,0.6963909,406.0748,203.81706,0.80325496,360.13464,224.80861,0.77035415,423.4621,95.99737,0.47023335,472.83853,102.60948,1.0,365.3692,796.4204,0.97790146
422,468.2933,243.55307,0.339981,437.20334,253.93541,0.5750293,374.50446,250.96837,0.6137466,384.32126,237.82979,0.5747692,378.9297,217.4853,0.6983161,407.23685,202.94922,0.80334026,359.53793,224.658,0.76957774,423.13412,95.44651,0.48951054,472.90952,102.67694,1.0,365.61075,796.83075,0.9825024
423,468.18796,243.80138,0.37785316,437.34293,253.95407,0.57426,374.38742,250.75424,0.6618518,384.73184,237.12209,0.6026972,378.97235,216.0155,0.73058486,407.29446,202.95949,0.80897784,360.0294,224.7859,0.77802765,423.30215,95.31967,0.5012938,473.0486,102.63447,1.0,365.7287,796.8251,0.97789496
424,466.97968,244.07422,0.40473738,437.5537,252.78494,0.54082316,374.06332,249.61435,0.60365367,385.13983,236.68423,0.54078287,379.39963,216.41878,0.74249244,408.12305,201.46545,0.8176612,360.08383,224.5801,0.76802355,423.49115,95.30695,0.50502664,473.16577,102.87699,1.0,365.91058,796.8486,0.98234946
425,466.16794,244.39992,0.41561398,438.54654,249.90613,0.4923658,373.6076,248.93317,0.6291462,384.7657,235.95848,0.56547606,379.3579,215.55571,0.7498587,407.58487,201.62312,0.80501467,360.12045,224.21748,0.80543727,423.5334,94.94823,0.5211696,473.12988,102.60634,1.0,365.72324,796.70764,0.9890964
426,467.4996,244.61034,0.33982742,439.1198,250.2878,0.5862936,373.39572,248.87521,0.5976193,427.52753,258.00165,0.5760839,379.13416,215.3705,0.7552324,407.5547,201.90689,0.80950814,359.76096,223.41655,0.8127865,382.5917,132.10387,0.5168268,473.1355,102.44492,1.0,365.54056,796.6788,0.9798584
427,467.64026,244.65639,0.34526044,439.34,249.40846,0.57826626,372.69534,248.61148,0.627849,427.7362,257.4675,0.58571976,379.25497,214.82805,0.77581584,407.30212,201.87122,0.80436105,359.82755,222.92053,0.8132155,423.71387,93.91958,0.5615431,473.25372,102.33861,1.0,365.7271,796.70166,0.968951
428,467.8799,244.43347,0.33169267,439.07742,250.19623,0.616213,372.2433,248.3437,0.6554766,427.3162,258.3773,0.61937153,379.24527,213.88956,0.7933756,407.89996,201.54349,0.7975744,359.68964,222.35318,0.81272846,424.04068,94.19531,0.55002934,473.2573,102.356316,1.0,365.81003,796.7041,0.9722412
429,467.0714,244.76929,0.33174062,438.48486,249.75931,0.6166418,371.87286,248.2785,0.6534283,427.75726,258.39337,0.62306243,379.1952,213.97995,0.77661985,407.93985,201.22633,0.8023363,359.73022,221.86684,0.8284896,424.20935,93.995636,0.5554143,473.2182,102.39053,1.0,366.02875,796.8025,0.962756
430,468.76138,244.81049,0.31467503,438.80273,250.11906,0.576764,371.7801,248.04059,0.65552115,381.60046,234.5945,0.58831865,379.087,213.90765,0.762021,408.28207,200.64038,0.8056093,359.8385,221.53038,0.8285144,424.25015,93.874886,0.54076743,473.1348,102.45474,1.0,365.88312,796.8098,0.95868456
431,466.65097,249.0116,0.30650985,438.8259,250.29883,0.5824995,372.06,248.30762,0.6570083,428.45444,258.052,0.59208494,379.22046,213.50462,0.76715666,408.42004,201.08182,0.8048336,359.91098,221.36993,0.8077878,424.112,93.8966,0.55840254,473.14545,101.972206,1.0,365.5973,796.8993,0.97508687
432,467.07916,251.53949,0.4276136,439.11188,250.38977,0.54889345,371.58575,248.00298,0.6107291,428.0458,258.24036,0.5759852,379.61032,213.62245,0.77256894,408.5991,200.89989,0.8063238,359.58322,221.95535,0.7884386,424.1404,93.54167,0.6457525,473.08807,102.542786,1.0,365.44583,796.71454,0.9702639
433,469.82828,261.01758,0.7550051,434.33142,249.81714,0.7021048,419.77106,278.8778,0.7551448,417.73764,255.01698,0.7692119,380.39438,212.99428,0.7598711,408.33896,200.54967,0.765799,360.10657,220.91681,0.7314641,425.41815,92.89342,0.5353207,472.97937,102.786575,1.0,365.88528,796.67126,0.9716662
434,474.32468,271.0552,0.9853825,434.2366,248.79245,0.85449475,418.17822,276.98428,0.79578686,414.79318,253.75781,0.721392,381.18594,211.73352,0.77472234,409.2038,198.08801,0.7974184,360.63907,217.00598,0.6991673,382.5206,131.02563,0.5671864,472.784,103.03887,1.0,365.64764,796.6816,0.9455474
435,468.65594,275.78656,0.9255807,430.56903,249.01512,0.8934046,411.75656,276.1351,0.8187448,410.43375,249.91393,0.7565412,383.4035,220.26057,0.5927638,409.80307,195.20953,0.7597988,361.70395,215.93289,0.6803491,382.30005,129.84578,0.52919835,472.67255,103.02374,1.0,365.4969,796.71326,0.95721096
436,459.53503,282.06714,0.97462034,428.2849,247.77255,0.9244123,407.12463,273.90933,0.77000576,407.82248,249.28447,0.8493911,380.21152,202.21198,0.6111281,410.99237,192.00185,0.7566789,360.8295,209.19548,0.6866417,383.97192,124.89421,0.55583405,472.3533,102.8171,1.0,365.09244,796.6828,0.9618781
437,451.07904,291.7456,1.0,421.94653,246.24432,1.0,395.22025,267.8589,0.80596614,400.30887,239.45709,0.7493713,380.48007,199.15611,0.69810057,410.0091,192.11703,0.8131093,358.66125,204.02911,0.86936605,428.5506,87.3961,0.5971557,473.14188,102.44212,1.0,365.2577,796.7098,0.9573219
438,442.84485,294.9758,0.9029942,415.70892,243.4122,0.9876893,384.9609,261.54758,0.9619547,393.5366,237.1007,0.7142227,382.295,196.20328,0.65663064,409.6441,191.94366,0.753738,360.0454,202.11497,0.7832314,429.41223,85.95245,0.7114056,474.38095,102.739975,1.0,365.23315,796.76544,0.994073
439,437.89948,295.3833,0.9031977,412.30386,239.95047,0.97971725,380.25327,255.94089,0.9105917,389.0942,233.905,0.7858031,378.41977,197.3336,0.6989734,411.02292,189.52051,0.8034485,358.21,198.93898,0.8190145,430.80563,83.90352,0.91169745,475.90872,101.31965,1.0,365.5214,796.8283,0.9689076
440,433.30554,293.71127,0.93090516,411.2023,238.3099,0.8335736,373.95255,251.105,0.98830074,386.7653,231.79489,0.8588753,377.5177,195.82408,0.70294833,410.86548,186.18999,0.77225184,358.64032,195.49857,0.8322413,432.09283,83.8206,0.9187822,476.42114,100.69616,1.0,365.54852,796.67993,0.956926
441,429.96054,292.6728,0.89123315,409.81628,236.48863,0.8141309,371.4672,247.54541,1.0,386.0192,229.5886,0.8795263,375.8081,190.37228,0.72924197,406.46268,182.1166,0.619602,357.15543,192.77124,0.8014487,432.27234,84.09608,0.8735369,476.33264,100.41135,1.0,365.47314,796.6882,0.9603377
442,428.2392,291.23477,0.86751527,408.8829,233.07684,0.90889823,368.75287,245.2809,1.0,384.4436,226.39198,0.87292045,375.26407,187.766,0.80638814,405.40933,185.40704,0.69317013,357.1809,190.44708,0.85194474,430.90088,84.40632,0.9553711,476.51218,100.934,1.0,366.15472,796.8228,0.944467
443,428.6002,290.9505,0.8736755,409.0141,231.53754,0.9797591,368.891,244.21875,1.0,384.56335,225.3026,0.8656074,374.95303,187.32806,0.7865974,405.34097,184.12407,0.71803194,357.43958,190.09618,0.8602313,429.5681,85.54469,0.90415126,475.81284,100.36285,1.0,366.26135,796.7709,0.93603826
444,428.0933,291.23618,0.8308377,409.79944,231.46318,0.96773505,368.7499,243.02234,1.0,385.23026,224.86783,0.8553213,374.95932,187.57619,0.74847865,406.71826,180.45827,0.6810059,357.26135,190.44154,0.8606278,427.92426,87.968285,0.881518,471.9804,100.854866,0.9656378,366.2829,796.94476,0.95021796
445,427.05978,290.2859,0.83719033,410.74887,231.8121,0.98969483,368.76978,243.21858,1.0,386.3332,224.30585,0.87282914,377.9729,189.11179,0.7411039,412.94345,185.12459,0.7082024,356.31897,191.60893,0.9290698,420.97818,88.90612,0.6375155,464.09055,100.769165,0.96089786,365.96048,797.0294,0.97162616
446,427.92822,291.02634,0.8493625,410.81128,231.23566,1.0,368.74673,243.27428,1.0,386.78036,223.64046,0.8637541,377.13486,190.27654,0.70746344,413.18436,185.11087,0.7179693,352.08978,193.28867,0.93329823,387.34027,118.426605,0.6019149,456.808,100.01588,0.991429,366.00027,797.0234,0.95571315
447,427.34634,289.4884,0.7863806,409.28836,230.40163,1.0,367.54883,241.90709,1.0,385.01282,223.08931,0.8310204,374.25735,188.63097,0.7799057,409.1931,182.68723,0.7914602,349.90482,193.3223,0.97770935,378.6174,117.58175,0.8594405,451.8307,104.64071,0.90399766,366.0417,797.08124,0.9553512
448,424.25128,286.45074,0.7449629,408.24026,228.80891,0.9341521,367.66724,240.01547,1.0,381.1899,218.71143,0.8046433,373.99582,187.57729,0.7198432,404.8174,179.49576,0.8188828,350.60825,192.987,0.98357403,375.2566,117.10109,0.66489905,450.21866,104.74781,0.90841484,365.76645,796.77075,0.9403543
449,424.0039,284.89966,0.79571587,409.35907,228.48523,0.873006,367.58563,237.83124,1.0,383.07135,215.937,0.78377825,374.4057,184.81247,0.7476554,406.28354,178.45284,0.82129383,351.13028,190.2291,0.92069715,375.58536,119.19501,0.62877816,446.62155,101.50834,0.92373425,365.9727,796.80853,0.95059055
450,424.01602,285.25403,0.7800334,409.40033,226.92886,0.86451435,367.41522,236.04538,1.0,383.1875,214.16464,0.8163572,373.93274,185.0003,0.78473943,406.74368,179.77878,0.8210071,351.6417,190.03745,0.8990125,375.6687,115.3088,0.7891348,444.40094,102.03599,0.9203714,366.43753,796.8416,0.91919214
451,424.12012,284.19348,0.8188872,408.0797,221.86465,0.8845001,368.3354,233.92136,1.0,384.33713,212.97902,0.8464298,374.33466,184.65157,0.78899753,407.15643,178.92133,0.82025003,351.54416,187.60388,0.84701073,375.29877,115.3442,0.7791969,444.37204,101.49065,0.910123,365.71307,796.958,0.96006775
452,424.20007,283.89575,0.82465047,408.3021,222.14136,0.86780745,368.3781,233.6874,1.0,384.39426,213.45483,0.848626,374.05716,184.73099,0.8088739,406.8675,179.52094,0.82661504,351.37268,186.8571,0.8498884,375.59305,115.1431,0.7937123,439.1081,101.67441,0.79912543,365.7491,796.9639,0.94359255
453,424.01196,281.713,0.795666,408.863,221.51189,0.8675964,368.52893,232.94374,1.0,385.39993,212.73053,0.8806288,374.9893,184.30016,0.7966018,408.4552,177.32407,0.8458515,352.64914,186.81395,0.88171697,375.20956,117.50029,0.797265,439.78897,102.79045,0.7489375,366.18265,796.2827,0.9062609
454,423.35318,280.58734,0.76113856,408.83234,220.57086,0.85253245,367.86923,232.23186,1.0,385.16223,211.84305,0.8676535,374.8677,183.40375,0.8065057,409.37314,176.29715,0.8653305,351.9955,185.97592,0.88251954,374.8937,117.073,0.8553991,439.94244,102.916306,0.7816144,366.524,796.54584,0.92920727
455,423.25748,279.72015,0.73648536,409.73193,220.46504,0.8597858,367.94086,231.69344,1.0,386.15833,211.33234,0.9029616,374.78766,183.41261,0.8013851,409.1506,176.41858,0.86875194,351.2856,184.98502,0.891634,375.05737,117.013596,0.870594,441.1028,102.06734,0.8119695,366.5281,796.73914,0.9163422
456,424.4475,282.55276,0.82004523,410.25818,220.67479,0.9098048,369.616,232.98921,1.0,386.90805,211.95168,0.88044,374.0265,184.64923,0.8079745,409.1933,178.10094,0.88243276,352.8938,186.23979,0.8881424,376.66772,120.653336,0.75985426,442.25943,105.026344,0.72072077,366.51254,796.66205,0.8922229
457,424.64548,282.2583,0.7864736,410.8597,220.15874,0.8933144,369.61887,232.65157,1.0,387.37143,211.3681,0.893132,374.1242,184.2983,0.7887207,409.85925,177.60764,0.88560313,353.24118,185.06366,0.89974445,375.99417,119.27055,0.7941652,441.39218,102.64264,0.7703014,671.1032,92.17002,0.8994343
458,424.632,281.48285,0.75068027,411.55508,219.05812,0.8979848,369.4012,232.15758,1.0,387.55545,210.61877,0.9013946,375.2017,183.34033,0.7550417,410.31726,176.47969,0.8608201,352.4313,183.87794,0.90351105,376.54022,119.55397,0.8002259,442.84415,102.83851,0.74426246,367.1232,797.20844,0.90001327
459,424.65967,282.62357,0.82786727,411.01825,220.45015,0.8855344,369.95856,233.19647,1.0,387.51816,211.48459,0.89273894,374.02493,184.67899,0.77944136,410.52267,178.06808,0.88324594,352.78058,185.42244,0.8778578,377.10153,120.97804,0.8128926,442.51907,104.32118,0.7563795,672.8244,93.75123,0.91647
460,425.11792,283.12875,0.8404965,411.20187,219.99878,0.8790439,370.1167,233.02048,1.0,387.7807,211.20944,0.89428616,374.32684,184.79866,0.78000736,411.01147,178.14047,0.8706985,353.16135,185.56822,0.9022484,376.938,120.065346,0.8107077,440.96616,102.48346,0.8084167,670.2719,92.800224,0.88912284
