"","leftEar_x","leftEar_y","leftEar_p","leftShoulder_x","leftShoulder_y","leftShoulder_p","neck_x","neck_y","neck_p","nose_x","nose_y","nose_p","rightEar_x","rightEar_y","rightEar_p","rightShoulder_x","rightShoulder_y","rightShoulder_p","spineLower_x","spineLower_y","spineLower_p","spineMid_x","spineMid_y","spineMid_p","spineUpper_x","spineUpper_y","spineUpper_p","tailBase_x","tailBase_y","tailBase_p"
"0",683.88165,175.40448,0.89366704,723.676,190.76495,0.8913202,731.1198,165.1192,1,733.5588,179.36632,0.93808115,748.33264,178.50952,0.8327749,743.56635,203.22208,0.64703256,758.2098,170.92078,0.43399394,797.0457,214.53651,0.9666407,777.10474,290.8005,0.9533764,674.4901,434.7629,0.8861664
"1",683.88165,176.59001,0.9560283,723.676,190.76495,0.83134055,731.1198,165.25446,1,733.5588,179.36632,0.9970613,748.33264,178.50952,0.8740189,743.56635,203.22208,0.67511773,758.2098,170.92078,0.5087293,797.0457,214.53651,0.84957635,777.7788,290.8005,0.9760304,679.9061,435.60278,0.87738794
"2",683.88165,176.59001,0.93143505,723.676,190.76495,0.9340663,731.1198,165.25446,1,733.5588,179.36632,0.95172465,748.33264,178.50952,0.9079161,743.56635,203.22208,0.7400482,758.2098,170.92078,0.5307803,797.0457,214.53651,0.78423685,778.4029,290.8005,0.9551037,686.54663,436.1841,0.86731035
"3",679.0954,176.60449,0.94179,719.5151,190.50865,0.81211376,724.1117,165.25446,1,728.3757,178.42055,0.9793739,744.16235,176.2923,0.8360901,740.6893,202.41309,0.7569029,753.21954,166.58455,0.57729226,791.6087,213.03146,0.69632345,779.26624,289.1983,0.91138643,693.9019,436.34616,0.9083213
"4",675.1066,176.68497,0.9342887,712.7377,190.294,0.84130955,719.7733,165.25446,0.974451,722.7154,178.35738,0.9874722,738.43286,175.00482,0.9652167,736.1332,201.55307,0.8392425,749.33124,165.78986,0.585088,786.74615,209.32298,0.7935069,779.743,288.12137,0.906102,698.61993,438.18726,0.88097596
"5",671.4529,179.1909,0.9166227,709.0817,190.11038,0.9240968,712.9399,165.27946,0.96093595,718.4496,177.97227,0.9877496,733.8367,174.76328,1,732.6286,200.37297,0.8661107,745.88544,165.67343,0.63760346,781.68164,207.59079,0.86980456,780.3819,286.96158,0.94425744,704.3774,438.18726,0.89268225
"6",671.1277,179.21088,0.91215736,705.9445,189.79721,0.8977784,707.55194,166.52048,0.98177826,716.2727,177.97227,1,732.6497,174.18889,1,730.7081,199.74672,0.861627,745.1456,164.97182,0.748189,781.0383,206.94344,0.91279495,782.45905,284.36475,0.944445,708.83124,438.18726,0.93586373
"7",670.9983,179.21088,0.8774861,704.6652,189.75781,0.8820443,706.5064,166.52048,0.9665776,715.3741,177.86842,1,732.40204,174.18889,1,728.74243,199.74672,0.85016125,744.8798,164.4914,0.78163624,777.76447,206.25584,0.9049634,783.9821,283.28107,0.91208833,708.83124,437.33316,0.91824514
"8",670.9983,179.45915,0.87219894,702.9025,189.64017,0.85001713,705.6301,166.52048,0.9601057,713.52203,177.4591,0.99934316,730.94324,174.18889,0.95647013,726.3061,199.74672,0.8363338,744.83136,164.19897,0.7762195,775.8088,205.81339,0.91078836,784.5706,283.1568,0.896435,708.83124,435.19067,0.9499837
"9",670.7983,179.45284,0.8830152,701.37915,189.52438,0.85157645,704.5487,166.25546,0.9605948,711.42847,177.44841,0.9447224,730.5596,174.35275,0.97415257,724.92084,199.74672,0.8429867,744.20593,163.92873,0.7914514,773.7019,205.7909,0.9595167,784.64136,281.30142,0.88305914,706.6123,430.60724,0.93424374
"10",670.7528,179.45284,0.87051946,700.2967,189.24373,0.83752614,703.27844,165.96413,0.92775273,710.9659,177.13078,0.91132015,728.75183,174.35275,0.9648118,724.2081,199.7325,0.8314423,743.8931,163.74751,0.793133,772.7019,205.78882,0.93129385,787.2667,279.9001,0.9280348,706.6123,426.48563,0.9580005
"11",670.59814,179.46687,0.86919683,699.3005,189.64017,0.8229437,701.86633,165.96413,0.9418689,710.09454,177.13078,0.9143601,727.50397,174.35275,0.9372889,723.47546,199.32515,0.8279632,743.82513,163.14847,0.7820002,771.4515,205.59137,0.9189354,789.03296,277.08496,0.9589546,706.6123,422.51382,0.9016719
"12",670.59814,181.3757,0.9000035,698.7933,189.64017,0.81302905,701.0302,166.25546,0.9389134,709.2205,177.21703,0.93192255,727.3425,174.17215,0.91228795,722.6901,198.6437,0.82324564,743.54944,162.86278,0.7817211,771.4515,205.59137,0.90227556,789.4152,273.0693,0.92411363,708.95917,417.88336,0.93972486
"13",669.9149,186.56284,0.8721986,698.65784,189.75873,0.815182,698.93494,167.58052,0.9213596,708.1736,177.21703,0.959756,727.0187,174.17215,0.9275149,722.6901,197.74414,0.86257,743.4843,162.25348,0.7460207,771.4515,204.0964,0.9042322,791.9541,269.62686,0.9259737,712.9508,415.17563,0.94259876
"14",668.16705,190.96852,0.88165903,697.779,191.47215,0.8740773,694.2983,170.5318,0.97739464,705.4693,178.42867,1,724.6505,174.17215,0.96789145,722.6901,197.74414,0.9083852,740.17035,161.69319,0.78228545,772.44116,202.08759,0.88440907,793.28723,265.90762,0.94390017,721.06616,411.73907,0.9182605
"15",665.54297,196.50034,0.9414404,697.72406,194.2832,0.9445522,692.08295,172.56822,1,704.94604,179.5392,1,723.9335,174.20505,0.95438796,724.82513,197.74414,0.9554599,739.0729,161.53862,0.8071792,774.30273,197.96785,0.98748666,795.6589,261.6932,0.9686791,728.48517,409.05432,0.84840983
"16",665.394,206.81021,0.93205565,697.4726,196.80525,0.8776653,689.72766,175.53584,0.99078333,702.9867,182.13289,1,722.4891,175.01692,0.9957115,727.2492,198.25648,0.9722673,737.07825,161.53862,0.8578626,775.74884,193.9793,0.9422144,796.86224,258.2861,0.97675574,740.2935,406.9502,0.86013705
"17",664.5772,210.56506,0.97002363,697.2994,199.30978,0.8574451,688.5104,177.04729,0.9156721,700.8818,185.30775,0.9535156,720.5537,175.73253,0.9810864,727.6752,198.41074,1,732.2497,160.95088,0.80081105,776.24994,190.2235,0.86776817,798.11633,253.72081,0.96472573,749.56274,406.7831,0.8056008
"18",661.9312,211.45207,1,695.8907,201.70087,0.9210475,685.9078,179.48659,0.9447192,698.7281,186.85391,0.9198617,718.1633,177.75813,0.90526295,727.6752,198.43822,0.9667413,728.75616,160.69104,0.6100954,776.24994,187.78957,0.83413905,799.59094,250.4074,0.96284276,758.0582,405.8884,0.84703
"19",657.81506,211.45207,0.9754719,693.5034,201.98691,0.9203526,683.77936,180.41695,0.9089482,697.397,187.94925,0.89924634,717.65265,178.45537,0.81575215,727.6752,198.43822,0.96517473,728.5894,160.1841,0.6825845,776.24994,184.71017,0.84039253,799.99884,247.56288,0.946306,767.0785,405.5779,0.9113686
"20",654.7897,211.45207,0.9368952,690.4612,201.98691,0.9260316,681.2291,180.41695,0.88174766,694.93915,187.94925,0.9593613,714.96735,178.47205,0.8741465,726.68475,198.43822,0.9974719,726.9681,160.1841,0.71885,774.959,183.54251,0.86765844,800.2859,245.92285,0.99101657,772.5835,405.1617,0.90794045
"21",653.4617,210.83325,0.94008636,687.9863,201.98691,0.9237809,679.7472,180.41695,0.94671535,692.3475,187.94925,0.96482265,712.5568,178.47205,0.83155143,724.53406,197.22478,1,726.93524,159.92325,0.65827525,773.2088,181.8735,0.9203896,800.3025,242.9691,0.982104,775.8264,404.0545,0.8901774
"22",651.4466,207.7723,0.863388,686.888,200.90877,0.89669085,679.68726,180.00246,0.95486313,691.6746,187.27571,1,711.5368,178.47205,0.867808,723.97797,195.95682,1,725.9928,159.6339,0.6133262,772.5832,179.4426,0.90844136,800.2859,241.2368,0.9631404,777.5495,401.6634,0.92126787
"23",647.21027,204.59901,0.95845145,684.60205,199.16988,0.8228434,678.6947,177.95345,0.95193934,690.82776,185.57658,0.952412,711.38,178.15422,0.81623495,722.84454,195.12387,1,725.98126,159.6339,0.616029,769.38043,177.16096,0.8258329,800.2859,239.97894,0.94349694,780.1087,401.0356,0.91709584
"24",642.06146,201.53651,0.92394596,682.6469,198.11908,0.79900604,675.8503,175.44781,1,689.71454,182.71776,0.90490997,711.30145,175.81723,0.74728334,721.7014,193.28947,0.99227804,721.6095,159.11247,0.66050863,766.52795,174.23042,0.74483407,798.6772,238.12022,0.9868397,780.923,398.67822,0.9312989
"25",638.6554,195.61996,0.8711111,680.78156,195.24675,0.8753419,674.7082,172.60553,1,687.845,179.87819,0.98951614,709.6697,173.80621,0.7840432,718.58856,191.5882,0.9620172,714.8728,157.33105,0.5770531,764.3142,171.766,0.7515143,798.1508,235.47157,1,782.82794,397.00842,0.9169416
"26",634.622,189.47072,0.8806112,677.9118,191.35976,0.84014666,674.02655,168.15218,0.94961953,685.9091,177.43059,0.9416507,708.0512,172.38986,0.806273,715.6864,190.76666,0.9454413,713.58545,155.57234,0.623543,761.22485,169.41203,0.75419694,796.52313,233.4942,1,783.38983,395.7828,0.901991
"27",629.1253,182.66502,0.9142764,672.79004,188.56961,0.8400257,671.5129,164.75581,0.9274462,680.52795,175.17807,0.8797523,705.2373,169.14111,0.79291713,710.5268,190.29878,0.8387493,712.7048,155.15077,0.5949963,757.3852,168.87413,0.7804395,793.75616,231.6733,0.97391754,789.4697,395.2234,0.93963706
"28",623.00916,178.65047,0.9091765,666.3934,185.98991,0.84049696,665.931,162.1664,0.8759022,674.9612,171.59866,0.95445,697.8458,167.58936,0.8484135,704.16095,190.188,0.93324274,707.2538,153.39885,0.658101,752.8033,168.36528,0.82596236,791.26086,229.90067,0.9902718,791.66754,394.222,0.8336184
"29",617.855,172.28102,0.88353395,659.4952,183.23155,0.93377125,661.40314,158.3171,1,669.78625,169.7813,0.8429876,692.8292,167.3331,0.85322535,699.4479,187.70866,0.8380203,703.1462,150.50621,0.65656406,748.5363,168.36528,0.948411,786.4101,229.06952,0.963953,796.81,393.52322,0.86226267
"30",610.80383,166.03499,1,651.4801,182.02487,0.84540164,657.04675,156.1545,1,662.8763,168.87686,0.8518052,685.39276,165.97678,0.86316186,689.4484,187.6183,0.8339358,694.6169,150.46333,0.7880261,739.58044,168.36528,0.9249291,779.7544,228.84276,0.99677706,799.56305,393.3386,0.8498619
"31",602.54034,162.15839,0.9563831,643.83057,179.4577,0.9536512,648.1171,153.64081,0.9656867,655.1231,166.68463,0.85181373,677.0132,165.88881,0.9331241,682.0201,187.33961,0.8140349,690.0216,148.21806,0.8762207,731.1289,170.36986,0.8976347,774.4785,227.86232,0.9698624,800.14954,392.45255,0.8866046
"32",595.70404,157.83098,0.95548946,633.9431,177.18486,0.8095199,641.8919,150.43259,0.9929885,647.22894,164.14154,0.92148876,670.5839,163.47537,0.90773904,671.2528,185.67938,0.7987024,682.10187,147.58559,0.9035709,725.43964,171.21402,0.89759743,770.6226,227.7693,0.9727166,800.14954,391.3742,0.92570525
"33",590.4362,150.31152,0.9797444,625.23944,172.35754,0.9018022,634.2702,147.31032,0.9129312,637.22327,159.89456,0.9625502,660.81354,162.69308,0.97334146,660.3381,185.05884,0.80121773,675.96765,146.084,0.9208152,717.9441,171.63997,0.9194518,765.11346,224.23184,1,800.14954,388.56067,0.90609497
"34",582.8258,146.2297,1,617.8017,171.10689,0.85913825,630.8759,145.38289,0.9190115,631.3234,159.19044,0.92498016,654.0801,162.07745,0.93781114,649.888,184.31985,0.8851393,669.64496,145.77565,0.89985824,711.13245,173.44368,0.9362162,761.4916,221.22849,1,796.90094,382.8193,0.9496487
"35",577.7702,140.273,0.9639464,610.9802,166.90555,0.92802733,625.4264,139.6262,1,624.2212,155.32172,0.9139997,649.70874,159.57025,0.898932,642.76245,182.68109,0.888807,662.3959,144.32063,0.91382754,702.1782,173.44368,0.93109703,754.0453,216.41693,1,796.90094,374.6227,0.9107085
"36",568.35486,138.86046,0.95463127,603.0085,162.89885,0.9180392,614.999,137.02501,1,616.8911,151.66219,0.8810217,640.26154,156.05801,0.9555675,632.9999,179.34811,0.8922642,653.5,139.81078,0.89222133,693.97626,173.44368,0.9662954,745.4364,210.53426,1,796.90094,363.5615,0.92518085
"37",559.8242,136.09898,0.94142526,592.47003,156.85156,0.86495733,603.4371,133.38908,0.9281888,606.4789,146.9453,0.94186574,630.735,152.20709,0.9114124,622.46747,173.1762,0.8707636,644.94745,135.7976,0.95250016,683.65564,170.73329,0.99355626,735.61255,201.07373,1,802.2519,347.64038,0.9790306
"38",548.8503,133.13426,0.98938733,580.50934,153.21143,0.94049215,592.4437,128.91635,0.8823978,593.58154,141.8141,0.9074934,619.4487,149.27893,0.93630254,610.38385,170.15627,0.8575163,631.4737,132.57689,0.9360738,670.3996,163.21164,1,729.7605,193.36877,0.99958,808.64636,331.14957,0.92762023
"39",536.3345,127.50053,0.90776557,567.276,148.6389,0.95262784,579.84174,123.139046,0.9805076,582.87244,137.5547,0.90184665,607.41144,142.35764,0.8735856,604.5493,166.52061,0.91751474,617.68994,126.64519,0.8847234,660.1675,152.46825,0.97782785,723.53235,185.5895,0.9567939,813.7567,317.41718,0.97907305
"40",526.86,121.94055,0.9647175,559.3414,144.02695,0.80624133,569.25385,118.90353,0.9712187,573.354,133.35742,0.9274514,597.2923,135.9749,0.9309302,595.1482,160.28651,0.9103547,607.8536,120.338264,0.7981051,648.16296,142.39551,0.9087513,714.7019,181.51622,0.93972826,817.2352,303.89676,0.91512346
"41",517.52527,116.03063,1,549.8148,140.374,1,563.76965,113.70749,0.9165519,566.74475,128.34291,0.8841074,592.3037,131.32942,0.8694315,591.46814,154.05202,0.8387275,600.39417,118.101524,0.82465595,642.5912,136.34325,0.91107947,704.1531,180.21077,0.96475154,826.1843,297.10806,0.83402497
"42",511.34692,106.940575,0.9894548,542.504,133.43114,0.91141975,555.9237,107.01308,1,557.36383,121.537636,0.82777363,581.114,125.10887,0.8796156,581.4446,149.20045,0.9390051,593.70276,109.62935,0.85123867,633.76196,129.74991,0.98334104,693.2293,178.58936,1,830.58044,282.65475,0.9082668
"43",503.42892,100.86441,1,532.63605,128.48041,0.9615269,547.2798,102.64298,0.88669497,550.525,117.31658,0.96635383,576.6958,121.99873,0.8448145,572.3181,144.9257,0.8614911,584.7332,108.32262,0.7834232,625.72577,129.33339,0.90647167,681.3565,178.26216,1,830.58044,267.76843,0.9086555
"44",495.37286,91.832214,1,520.95013,122.37109,0.89955217,536.46405,97.34016,0.9425564,537.9009,112.60339,0.90009373,564.45746,115.96061,0.95843565,559.4885,136.55202,0.8514222,576.64874,103.36287,0.77256286,613.5701,129.33339,0.8625185,671.2419,177.12874,0.9869613,830.58044,258.84137,0.8849848
"45",481.70105,86.37088,1,510.29178,118.18066,0.86823505,526.17065,93.0953,1,525.2497,108.1707,0.9072532,548.6939,113.806755,0.9970554,541.6182,135.89227,0.8839233,563.43005,99.79537,1,602.0288,129.33339,0.9024284,662.5275,176.90752,1,813.4622,257.22678,0.9013461
"46",473.57635,82.88688,1,502.1846,111.18424,0.9539627,517.4706,89.08471,0.8989395,518.61505,103.85723,0.9680711,541.8281,110.36488,0.9019761,531.34686,132.34746,0.8945102,554.7595,94.83119,0.95195884,591.6327,129.52686,0.9420162,655.22815,171.46567,1,807.68427,253.14455,0.9447642
"47",466.16168,79.43386,0.96546346,495.99924,109.24962,0.7924682,510.91443,85.24534,0.97650176,510.82278,101.602615,0.9167304,535.6925,109.92529,0.9120877,522.51764,131.24852,0.87032515,550.39,92.89857,0.9202825,583.1801,129.52686,0.90219843,648.3119,167.92677,0.9967496,800.0472,250.7035,0.935254
"48",459.79138,74.32608,1,490.0384,106.38515,0.8165126,505.5758,84.740845,0.95243394,504.39978,100.07291,0.97514284,529.90314,108.742004,0.95628095,517.02246,129.42233,0.9087481,545.52167,90.92788,0.9780915,576.8217,129.52686,0.94544715,638.08954,163.41228,0.9850582,787.2454,249.5772,0.99739975
"49",453.58157,73.09772,0.9129321,483.91812,104.35328,0.8998542,500.44775,80.72503,0.92012846,498.79437,95.676796,1,523.11346,105.318886,0.96921915,510.10623,124.25134,0.9453517,539.3318,90.19799,0.97028714,568.62225,126.72468,0.8815186,628.0403,156.6547,1,770.7462,247.58395,0.9461583
"50",447.0146,71.23093,0.98516643,476.36713,101.64138,0.9096656,491.8657,78.35375,0.8906353,490.3796,92.45439,0.9188224,515.6864,102.82988,1,503.56857,123.893555,0.8679674,530.4334,86.690506,1,558.9674,118.72991,1,620.89655,149.1893,0.9926919,759.66315,237.86412,0.94941306
"51",440.8551,71.23093,0.9723983,467.3995,99.43919,0.9535032,483.57858,76.34481,0.97233295,483.93033,91.94747,0.9366888,509.33896,98.970024,0.9698585,498.0783,121.16612,0.8314606,517.8796,81.51185,0.9516308,552.15247,107.22033,0.98566,613.6916,145.76164,0.9990771,758.65857,226.42351,0.9165545
"52",434.1661,71.23093,0.89537454,462.82407,99.26001,0.88426846,477.2249,75.60564,1,478.5294,89.289215,0.8054341,501.62167,94.16068,0.87828493,497.3719,118.02431,0.86428756,515.44507,79.28525,0.82164145,549.07086,100.35013,1,606.8482,139.57758,1,755.84106,220.06812,0.9696082
"53",426.24683,71.00987,0.9074349,456.85214,99.164566,0.82717645,470.01047,73.50542,0.8739502,473.59433,87.09979,0.81372905,501.6035,90.57161,0.90595233,494.20935,113.74368,0.9061563,508.50192,76.46156,0.7450077,544.7596,95.92461,0.9850855,602.4509,137.85037,1,752.54706,214.30553,0.8470982
"54",418.45557,71.00987,0.83638835,451.40573,99.164566,0.937156,463.84808,72.9651,0.9652791,467.49164,87.07634,0.89506453,494.1936,88.78653,0.807038,487.47736,113.05845,0.89038897,503.5862,75.41735,0.75809336,538.7192,93.279755,0.8714325,596.23334,137.85037,1,747.4387,210.3312,0.97386146
"55",411.96,71.00987,0.9225392,446.58777,98.68897,0.8515595,455.65234,72.9651,0.8725279,461.26495,86.47158,0.81979465,490.36765,87.921394,0.9227421,483.26447,109.75629,0.8818451,499.15375,73.18432,0.7312057,534.62726,92.09067,0.87082094,588.7466,137.85037,1,743.1162,204.32787,0.8839816
"56",405.291,70.26435,0.83086306,438.84198,99.164566,0.93484944,450.7011,72.9651,0.9104589,454.57367,86.47158,0.8852105,485.10214,87.420616,0.8587498,478.18765,109.75629,0.85862786,492.0669,73.18432,0.7327478,526.22845,92.09067,0.8948775,580.356,139.78519,1,738.77783,198.8227,0.78539664
"57",397.87643,70.047195,0.90016896,428.74017,98.68897,0.90082157,438.51932,73.29975,0.8290131,443.83856,86.20115,0.7957982,474.5181,87.420616,0.8814526,466.8171,109.75629,0.875518,482.2688,73.18432,0.72085816,519.46545,92.09067,0.8744963,572.06,139.98491,1,735.7639,190.76514,0.89480066
"58",389.62592,68.73607,0.9057689,418.5887,98.68897,0.90674657,429.54535,73.29975,0.9285115,434.4713,86.20115,0.84776163,463.20703,87.921394,0.80107117,456.71097,112.09933,0.8769323,471.63297,73.34122,0.76621544,506.86716,95.192795,0.92130554,565.04114,139.98491,1,734.6955,190.76514,0.89878327
"59",384.73096,68.424934,0.8654532,409.2626,96.194725,0.88887346,422.7567,73.29975,0.81740254,425.856,86.20115,0.82145387,454.702,88.04389,0.914657,447.7067,113.286964,0.93410987,464.18802,74.61559,0.7754963,496.91763,97.506775,0.9927669,557.7145,139.98491,0.9919199,729.00684,190.76514,0.83556145
"60",381.40604,67.941574,1,399.6125,94.85952,0.82691497,410.58884,72.80054,0.8540563,416.57587,86.57763,0.83184,444.60846,88.96147,0.866087,436.35526,113.36525,0.96073955,454.34845,74.61559,0.74553406,489.49365,98.94458,0.9695818,551.8839,139.16992,1,721.84045,192.87753,0.84843165
"61",375.0981,65.16545,0.93149143,392.25836,94.71213,0.9268725,406.01248,72.80054,0.82047564,409.4637,86.57763,0.81004477,437.09363,89.49044,0.9138236,429.53787,113.45949,0.95608515,447.10043,74.61559,0.83239836,479.50153,99.29488,0.9735535,546.56616,137.43735,1,713.7182,196.16345,0.87873536
"62",372.89365,64.78089,1,385.0327,94.349236,0.9429331,400.68433,72.80054,0.7771486,403.02094,86.74056,0.84914815,427.74304,90.14409,0.9252041,420.4314,114.81665,0.9323138,438.2186,74.66994,0.8374231,472.26654,99.34919,0.9320646,541.37,134.79813,0.9721031,705.68384,198.51494,0.8466225
"63",371.88647,64.38739,1,381.19827,93.91425,0.8472179,393.20078,72.80054,0.82230014,397.0932,87.76002,0.79076594,424.1226,91.82288,0.95308053,414.9003,115.46352,0.97076154,432.53677,74.66439,0.824213,465.55716,99.29488,0.9526413,536.83844,131.53104,1,698.0288,198.51494,0.9097097
"64",369.6845,64.38739,1,378.41998,93.770645,0.87996644,391.3147,73.56124,0.85284483,394.5401,87.76002,0.80785406,418.1854,91.82288,0.9485516,409.8752,115.46352,0.95005804,425.54187,74.54315,0.9358971,457.42706,99.16673,0.92015797,532.3508,125.416855,0.9827074,690.1228,198.51494,0.9319145
"65",369.17618,64.38739,1,376.08463,93.343414,0.9744717,390.45673,73.88185,0.87565297,392.3515,87.841194,0.84117436,414.6722,91.82288,0.9478878,406.77274,115.46352,0.9357963,422.99014,74.66439,0.95775557,453.79935,99.16673,0.91447467,529.05896,120.41999,0.9198692,684.08813,197.34325,0.95712644
"66",367.7219,68.81739,1,374.44965,93.311775,1,388.4382,74.88965,0.8901223,390.4732,87.76002,0.87056935,410.53818,90.49148,0.91965693,404.09125,115.28102,0.95894927,419.80954,74.66439,0.87785923,451.24057,97.698425,0.94115156,524.9896,115.91978,0.95916194,677.16547,185.39821,0.93749523
"67",366.8132,70.13326,0.9235518,374.44965,93.311775,1,386.14795,74.88965,0.83399636,388.10736,86.51332,0.85778356,407.3763,90.06508,0.8579017,404.09125,115.26016,0.9714653,415.71158,73.295166,0.80106544,449.7146,96.55104,0.9096607,522.3906,113.75653,0.9549277,676.7772,173.90651,0.93460196
"68",363.45737,76.25576,0.71345776,374.44965,93.343414,0.98307586,383.24475,74.88965,0.78672147,386.6884,85.22955,0.86845005,405.01764,88.95208,0.9035615,404.09125,114.17775,0.98266506,413.09045,70.879616,0.90773076,448.10654,93.53635,0.9085329,518.96826,109.772606,0.86932755,676.7772,163.00624,0.9451139
"69",360.21936,83.98969,0.8203685,374.7373,94.68858,0.9264641,379.55923,74.853714,0.87013876,385.1259,85.22955,0.8561487,403.1099,86.582756,1,404.116,112.38516,0.9880575,412.3415,68.82593,0.9076271,447.72995,90.78702,0.9334709,518.40906,107.45181,0.9167452,677.16547,153.00343,0.9771592
"70",359.88968,85.55966,0.80557144,375.51672,96.10697,0.95421547,378.26892,74.853714,0.8814225,384.8375,85.22955,0.840929,402.9269,86.08973,1,404.46204,111.05798,0.97291726,410.5775,68.185196,0.9242772,447.72995,87.04263,0.9384543,517.2987,104.616005,0.9103056,682.1333,141.55208,0.92585784
"71",359.17575,88.758896,0.7825224,375.51672,97.69209,0.9721919,377.41534,74.853714,0.90920043,384.81445,85.8058,0.87726724,402.45456,85.86669,1,405.50943,110.345566,0.94684505,410.0354,67.32305,0.9161047,447.72995,84.56711,0.8998993,516.09344,102.11554,0.9670393,682.317,135.84315,0.86618686
"72",357.84348,93.958534,0.85971755,375.57434,98.411415,0.9393655,375.00082,76.52025,0.92251587,384.4178,86.91684,0.9005054,401.59982,85.86021,1,406.87643,108.097885,0.930158,409.70767,66.56092,0.93795276,447.7872,82.908165,0.9379426,515.8138,99.61661,0.9799394,682.3439,133.50633,0.9334333
"73",357.34644,95.47844,0.9203052,375.51672,100.80583,0.9502166,374.26593,78.12873,0.92820954,383.06268,87.98757,0.90155303,400.10785,85.86021,1,406.95804,107.9327,0.9740295,408.0577,66.16768,0.993441,447.7872,80.31165,0.8947405,515.7241,98.33035,0.97508687,682.317,128.92548,0.9168201
"74",356.9652,96.23688,0.9513954,375.4663,101.26948,0.93991786,373.75812,78.198784,0.9145934,382.02985,88.307365,0.8901922,399.8971,85.764565,1,406.95804,107.75861,0.9605889,407.33624,66.062965,1,447.7872,78.88858,0.8642685,514.7147,96.71654,0.95493275,682.317,124.08051,0.9470023
"75",355.7113,97.62389,0.9580863,374.5865,102.14842,0.92922163,373.04205,78.80786,0.95683527,381.37048,89.26628,0.91440934,398.73724,85.764565,1,406.95804,107.68606,0.9563878,406.36316,65.86331,1,445.92148,77.247955,0.8225208,513.4087,95.6257,0.90854347,679.53455,121.19713,0.8990174
"76",355.7113,100.56955,0.9699969,374.5865,102.346146,0.9187361,372.15073,79.28584,0.9467324,380.86542,89.49817,0.8984133,397.7296,84.553375,1,406.60416,104.51606,0.97920567,405.9837,65.066086,0.96798515,445.4341,74.57732,0.8169028,512.0491,94.997795,0.87426573,678.3635,115.27021,0.93094754
"77",355.7113,102.63791,0.94309145,374.5865,102.69469,0.88840574,371.63992,80.5647,0.89868546,380.7902,90.67205,0.90000653,396.4505,84.553375,1,405.92505,103.76781,1,404.58713,65.066086,0.9872786,445.4341,74.57732,0.8252852,511.0545,94.997795,0.9002431,678.3635,111.780304,0.8964557
"78",356.19104,107.40657,0.9847269,374.97617,103.70834,0.8762043,371.24353,83.08234,0.88871986,380.7902,91.39281,0.92748564,396.05136,84.553375,1,405.92505,103.76781,1,404.25674,65.066086,0.99141854,445.4341,74.57732,0.8417178,509.82425,94.997795,0.96021885,678.46924,110.534225,0.9330424
"79",357.5202,112.69618,1,375.0857,105.974655,0.87841433,370.56,85.32004,0.8956994,380.86542,93.464516,0.9149373,396.05136,86.48763,1,405.92505,103.76781,1,403.27686,66.83301,0.99830496,445.93802,75.70163,0.8613765,509.6651,97.5222,0.9119495,678.46924,110.534225,0.9361562
"80",357.5202,115.05308,1,375.41074,109.706245,0.8442216,370.32034,87.029915,0.9220017,381.4982,96.14175,0.9129145,396.05136,88.32422,0.9654359,407.17587,107.584785,1,403.0818,68.947464,0.9898014,447.0344,78.848724,0.8587996,509.6651,99.39456,0.95695055,678.46924,110.534225,0.88573474
"81",357.5202,116.214935,1,376.5008,111.058975,0.8242792,370.19107,88.29856,0.99826634,381.4982,97.02621,0.9487692,396.05136,88.36134,0.9745401,407.17587,109.945404,1,402.65927,69.835915,0.9630533,448.5504,81.12507,0.9393377,509.6651,101.483444,0.9634144,678.46924,114.43991,0.91535455
"82",357.5202,119.85338,1,376.5008,112.965195,0.862607,369.4381,89.903404,1,381.4982,98.67494,0.96691084,396.0375,89.84229,1,407.4017,110.476166,1,402.63147,70.96846,0.9427967,448.5504,82.56303,1,509.5979,102.59109,0.935624,678.0057,118.75148,0.89772177
"83",357.5202,120.6577,1,377.03583,114.10657,0.8444823,369.24655,91.01517,0.974591,380.4769,100.61867,0.95571125,396.0375,91.73382,1,407.4017,111.47795,1,402.61356,72.46561,0.91612166,448.5504,82.92321,0.9764653,509.5673,103.28472,0.93113685,677.8219,120.5386,0.91621584
"84",358.56866,122.30455,1,376.99527,114.75707,0.83057094,368.46844,91.747696,0.95624363,380.2817,100.844055,0.9235009,395.05667,91.9273,1,407.0169,112.25024,1,400.9439,73.86467,0.90543807,447.66162,83.559425,0.9601508,508.74216,103.75675,0.92932266,677.17456,120.63196,0.8861285
"85",358.8116,124.27305,1,376.99527,115.47298,0.78976953,368.46844,92.99769,0.92635655,380.2817,101.92107,0.8839494,395.05667,93.37537,0.9879451,407.0169,112.91583,1,400.80756,75.025536,0.878897,447.66162,83.559425,0.9467441,508.22433,104.51264,0.94179505,676.16595,120.79352,0.9347592
"86",358.87048,124.561874,1,377.03583,116.39924,0.78658855,368.46844,93.37026,0.93578744,380.2817,102.56504,0.8832273,395.05667,93.834335,1,407.82016,112.91583,1,400.80756,75.191315,0.89139205,447.66162,83.559425,0.9471957,508.1601,104.57449,0.94395506,675.3643,120.992615,0.9146394
