target_present,Movement_leftEar,Movement_leftShoulder,Movement_neck,Movement_nose,Movement_rightEar,Movement_rightShoulder,Movement_spineLower,Movement_spineMid,Movement_spineUpper,Movement_tailBase,All_bp_movements_Animal_1_sum,All_bp_movements_Animal_1_mean,All_bp_movements_Animal_1_min,All_bp_movements_Animal_1_max,Mean_All_bp_movements_Animal_1_mean_2,Sum_All_bp_movements_Animal_1_mean_2,Mean_All_bp_movements_Animal_1_mean_5,Sum_All_bp_movements_Animal_1_mean_5,Mean_All_bp_movements_Animal_1_mean_6,Sum_All_bp_movements_Animal_1_mean_6,Mean_All_bp_movements_Animal_1_mean_7.5,Sum_All_bp_movements_Animal_1_mean_7.5,Mean_All_bp_movements_Animal_1_mean_15,Sum_All_bp_movements_Animal_1_mean_15,Sum_probabilities,Mean_probabilities,Low_prob_detections_0.1,Low_prob_detections_0.5,Low_prob_detections_0.75
1,0.07938259,0.04490282,0.02740599,0.012210459,0.007795774,0.003691938,0.0063281994999999,0.0011574314,0.0002347363999999,0.0010174805,0.18412744,0.018412743,0.0002347363999999,0.07938259,0.0156687092967331,0.0313374185934662,0.0095175041817128,0.0475875209085643,0.0084057858524223,0.0504347151145339,0.0080663817269461,0.056464672088623,0.0065669782614956,0.0985046739224344,9.419922,0.94199216,0,0,0
1,0.014082137,0.014369007,0.025097188,0.01480329,0.01832286,0.009917414,0.0058814869999999,0.02835824,0.0111294739999999,0.02594646,0.16790757,0.016790757,0.0058814869999999,0.02835824,0.0167375188320875,0.033475037664175,0.0236267611384391,0.1181338056921958,0.0281891381988922,0.1691348291933536,0.0304541518645627,0.213179063051939,0.0709634371101856,1.0644515566527843,9.283691,0.92836916,0,0,0
1,0.0055395956,0.00070119335,0.0024403753,0.0012695312,0.0009985586999999,0.0022477442,0.0004739654799999,0.0004117549,0.0005705907,0.0048121236999999,0.019465433,0.0019465433,0.0004117549,0.0055395956,0.001955960644409,0.0039119212888181,0.0025250617414712,0.0126253087073564,0.0023463759959364,0.0140782559756189,0.0023247439946447,0.0162732079625129,0.0024966313348462,0.0374494700226932,9.460449,0.9460449,0,0,0
1,0.022820776,0.0057359132999999,0.024279948,0.0055958126,0.001395162,0.0021933589999999,0.008911665,0.03647193,0.0004231771,0.0021108715,0.109938614,0.010993861,0.0004231771,0.03647193,0.0097289844416081,0.0194579688832163,0.0077983346767723,0.0389916733838617,0.0073124531190842,0.0438747187145054,0.0079433202876576,0.0556032420136034,0.0117496566226085,0.1762448493391275,8.934082,0.8934082,0,0,1
1,0.0056330157,0.0023903071,0.004614595,0.0029308173999999,0.0045014513,0.0018185518,0.0024546622,0.003682884,0.0010543057,0.0041385978,0.03321919,0.003321919,0.0010543057,0.0056330157,0.0031044320203363,0.0062088640406727,0.0032792618498206,0.016396309249103,0.0035113773774355,0.0210682642646133,0.0035204168941293,0.0246429182589054,0.0035682451445609,0.053523677168414,8.85791,0.885791,0,0,1
1,0.0026365179,0.0034987056,0.011646051,0.004261713,0.0058086086,0.008314812,0.00270946,0.009187995,0.01855087,0.08076954,0.14738427,0.0147384275,0.0026365179,0.08076954,0.0191597668454051,0.0383195336908102,0.0285149846225976,0.1425749231129884,0.0284888679161667,0.1709332074970007,0.0340037172926323,0.2380260210484266,0.1199220636238654,1.7988309543579817,9.3203125,0.9320313,0,0,0
1,0.015139294,0.014590452,0.004388274,0.006751085,0.0058121653,0.0050144223,0.0020108654,0.002963223,0.0016289057999999,0.0010436992,0.0593423879999999,0.005934239,0.0010436992,0.015139294,0.0051011117175221,0.0102022234350442,0.0043112590443342,0.0215562952216714,0.0042967027596508,0.025780216557905,0.0045624034412737,0.0319368240889161,0.0044825280395646,0.0672379205934703,9.428223,0.9428223,0,0,0
1,0.005419311,0.0003460333999999,0.00071392296,0.0020965158,0.0035547412,0.0057254894999999,0.0013182589,0.0066864225,0.0013691238,0.0047792844,0.032009102,0.0032009103,0.0003460333999999,0.0066864225,0.0042293703882023,0.0084587407764047,0.0051627446431666,0.0258137232158333,0.0068703910413508,0.0412223462481051,0.0084787877609155,0.0593515143264085,0.0210285090686132,0.3154276360291988,9.347168,0.9347168,0,0,0
1,0.0012283829,0.0012079411,0.0014293293,0.0004233531,0.00016276042,0.00071614585,0.0010106885,0.001173682,0.0023764074,0.00088909507,0.010617786,0.0010617786,0.00016276042,0.0023764074,0.0011500302352942,0.0023000604705885,0.0014605392119847,0.0073026960599236,0.0014806717032721,0.0088840302196331,0.0014720257853956,0.0103041804977692,0.0023596069271055,0.035394103906583,9.463379,0.9463379,0,0,0
1,0.08716263,0.049268372,0.06357216,0.026061257,0.029830234,0.0217376029999999,0.030318487,0.016257875,0.0013346354,0.00091145834,0.3264547,0.03264547,0.00091145834,0.08716263,0.0327011030167341,0.0654022060334682,0.0316286999732255,0.1581434998661279,0.0317074336732427,0.1902446020394564,0.0333952682891062,0.2337668780237436,0.0222717202967032,0.3340758044505492,9.145996,0.9145996,0,0,0
